VALMIN,VALMAX,VALCENTER,COUNTS,ERROR
1000,1050,1025.0,32,5.6569
1050,1100,1075.0,34,5.831
1100,1150,1125.0,28,5.2915
1150,1200,1175.0,27,5.1962
1200,1250,1225.0,30,5.4772
1250,1300,1275.0,32,5.6569
1300,1350,1325.0,38,6.1644
1350,1400,1375.0,37,6.0828
1400,1450,1425.0,25,5.0
1450,1500,1475.0,32,5.6569
1500,1550,1525.0,41,6.4031
1550,1600,1575.0,35,5.9161
1600,1650,1625.0,30,5.4772
1650,1700,1675.0,37,6.0828
1700,1750,1725.0,24,4.899
1750,1800,1775.0,26,5.099
1800,1850,1825.0,25,5.0
1850,1900,1875.0,40,6.3246
1900,1950,1925.0,48,6.9282
1950,2000,1975.0,41,6.4031
2000,2050,2025.0,42,6.4807
2050,2100,2075.0,38,6.1644
2100,2150,2125.0,37,6.0828
2150,2200,2175.0,37,6.0828
2200,2250,2225.0,32,5.6569
2250,2300,2275.0,28,5.2915
2300,2350,2325.0,34,5.831
2350,2400,2375.0,33,5.7446
2400,2450,2425.0,39,6.245
2450,2500,2475.0,31,5.5678
2500,2550,2525.0,31,5.5678
2550,2600,2575.0,37,6.0828
2600,2650,2625.0,28,5.2915
2650,2700,2675.0,31,5.5678
2700,2750,2725.0,38,6.1644
2750,2800,2775.0,34,5.831
2800,2850,2825.0,26,5.099
2850,2900,2875.0,25,5.0
2900,2950,2925.0,42,6.4807
2950,3000,2975.0,34,5.831
3000,3050,3025.0,23,4.7958
3050,3100,3075.0,33,5.7446
3100,3150,3125.0,28,5.2915
3150,3200,3175.0,40,6.3246
3200,3250,3225.0,31,5.5678
3250,3300,3275.0,29,5.3852
3300,3350,3325.0,30,5.4772
3350,3400,3375.0,30,5.4772
3400,3450,3425.0,26,5.099
3450,3500,3475.0,29,5.3852
3500,3550,3525.0,37,6.0828
3550,3600,3575.0,30,5.4772
