TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1149,33.8969
100,200,0.03,0.0449,1159,34.0441
200,300,0.03,0.0449,1125,33.541
300,400,0.03,0.0449,1230,35.0714
400,500,0.03,0.0449,1124,33.5261
500,600,0.03,0.0449,1154,33.9706
600,700,0.03,0.0449,1126,33.5559
700,800,0.03,0.0449,1096,33.1059
800,900,0.03,0.0449,1129,33.6006
900,1000,0.03,0.0449,1143,33.8083
1000,1100,0.03,0.0449,1158,34.0294
1100,1200,0.03,0.0449,1061,32.573
1200,1300,0.03,0.0449,1117,33.4215
1300,1400,0.03,0.0449,1162,34.0881
1400,1500,0.03,0.0449,1182,34.3802
1500,1600,0.03,0.0449,1105,33.2415
1600,1700,0.03,0.0449,1155,33.9853
1700,1800,0.03,0.0449,1128,33.5857
0,100,0.0449,0.0671,873,29.5466
100,200,0.0449,0.0671,846,29.0861
200,300,0.0449,0.0671,860,29.3258
300,400,0.0449,0.0671,853,29.2062
400,500,0.0449,0.0671,799,28.2666
500,600,0.0449,0.0671,805,28.3725
600,700,0.0449,0.0671,855,29.2404
700,800,0.0449,0.0671,881,29.6816
800,900,0.0449,0.0671,832,28.8444
900,1000,0.0449,0.0671,806,28.3901
1000,1100,0.0449,0.0671,904,30.0666
1100,1200,0.0449,0.0671,840,28.9828
1200,1300,0.0449,0.0671,773,27.8029
1300,1400,0.0449,0.0671,831,28.8271
1400,1500,0.0449,0.0671,856,29.2575
1500,1600,0.0449,0.0671,824,28.7054
1600,1700,0.0449,0.0671,833,28.8617
1700,1800,0.0449,0.0671,859,29.3087
0,100,0.0671,0.1003,420,20.4939
100,200,0.0671,0.1003,429,20.7123
200,300,0.0671,0.1003,447,21.1424
300,400,0.0671,0.1003,441,21.0
400,500,0.0671,0.1003,428,20.6882
500,600,0.0671,0.1003,406,20.1494
600,700,0.0671,0.1003,440,20.9762
700,800,0.0671,0.1003,438,20.9284
800,900,0.0671,0.1003,427,20.664
900,1000,0.0671,0.1003,432,20.7846
1000,1100,0.0671,0.1003,410,20.2485
1100,1200,0.0671,0.1003,419,20.4695
1200,1300,0.0671,0.1003,424,20.5913
1300,1400,0.0671,0.1003,442,21.0238
1400,1500,0.0671,0.1003,379,19.4679
1500,1600,0.0671,0.1003,417,20.4206
1600,1700,0.0671,0.1003,396,19.8997
1700,1800,0.0671,0.1003,409,20.2237
0,100,0.1003,0.15,200,14.1421
100,200,0.1003,0.15,225,15.0
200,300,0.1003,0.15,207,14.3875
300,400,0.1003,0.15,203,14.2478
400,500,0.1003,0.15,223,14.9332
500,600,0.1003,0.15,236,15.3623
600,700,0.1003,0.15,194,13.9284
700,800,0.1003,0.15,196,14.0
800,900,0.1003,0.15,195,13.9642
900,1000,0.1003,0.15,194,13.9284
1000,1100,0.1003,0.15,213,14.5945
1100,1200,0.1003,0.15,201,14.1774
1200,1300,0.1003,0.15,185,13.6015
1300,1400,0.1003,0.15,213,14.5945
1400,1500,0.1003,0.15,215,14.6629
1500,1600,0.1003,0.15,211,14.5258
1600,1700,0.1003,0.15,216,14.6969
1700,1800,0.1003,0.15,225,15.0
