TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1141,33.7787
100,200,0.03,0.0449,1147,33.8674
200,300,0.03,0.0449,1145,33.8378
300,400,0.03,0.0449,1138,33.7343
400,500,0.03,0.0449,1243,35.2562
500,600,0.03,0.0449,1122,33.4963
600,700,0.03,0.0449,1128,33.5857
700,800,0.03,0.0449,1146,33.8526
800,900,0.03,0.0449,1156,34.0
900,1000,0.03,0.0449,1198,34.6121
1000,1100,0.03,0.0449,1120,33.4664
1100,1200,0.03,0.0449,1152,33.9411
1200,1300,0.03,0.0449,1164,34.1174
1300,1400,0.03,0.0449,1137,33.7194
1400,1500,0.03,0.0449,1152,33.9411
1500,1600,0.03,0.0449,1154,33.9706
1600,1700,0.03,0.0449,1092,33.0454
1700,1800,0.03,0.0449,1104,33.2265
0,100,0.0449,0.0671,838,28.9482
100,200,0.0449,0.0671,814,28.5307
200,300,0.0449,0.0671,801,28.3019
300,400,0.0449,0.0671,876,29.5973
400,500,0.0449,0.0671,842,29.0172
500,600,0.0449,0.0671,817,28.5832
600,700,0.0449,0.0671,846,29.0861
700,800,0.0449,0.0671,845,29.0689
800,900,0.0449,0.0671,806,28.3901
900,1000,0.0449,0.0671,792,28.1425
1000,1100,0.0449,0.0671,808,28.4253
1100,1200,0.0449,0.0671,856,29.2575
1200,1300,0.0449,0.0671,847,29.1033
1300,1400,0.0449,0.0671,803,28.3373
1400,1500,0.0449,0.0671,827,28.7576
1500,1600,0.0449,0.0671,873,29.5466
1600,1700,0.0449,0.0671,826,28.7402
1700,1800,0.0449,0.0671,832,28.8444
0,100,0.0671,0.1003,412,20.2978
100,200,0.0671,0.1003,418,20.445
200,300,0.0671,0.1003,442,21.0238
300,400,0.0671,0.1003,439,20.9523
400,500,0.0671,0.1003,427,20.664
500,600,0.0671,0.1003,437,20.9045
600,700,0.0671,0.1003,425,20.6155
700,800,0.0671,0.1003,395,19.8746
800,900,0.0671,0.1003,447,21.1424
900,1000,0.0671,0.1003,445,21.095
1000,1100,0.0671,0.1003,432,20.7846
1100,1200,0.0671,0.1003,424,20.5913
1200,1300,0.0671,0.1003,411,20.2731
1300,1400,0.0671,0.1003,451,21.2368
1400,1500,0.0671,0.1003,421,20.5183
1500,1600,0.0671,0.1003,409,20.2237
1600,1700,0.0671,0.1003,411,20.2731
1700,1800,0.0671,0.1003,414,20.347
0,100,0.1003,0.15,209,14.4568
100,200,0.1003,0.15,214,14.6287
200,300,0.1003,0.15,200,14.1421
300,400,0.1003,0.15,221,14.8661
400,500,0.1003,0.15,216,14.6969
500,600,0.1003,0.15,193,13.8924
600,700,0.1003,0.15,214,14.6287
700,800,0.1003,0.15,234,15.2971
800,900,0.1003,0.15,209,14.4568
900,1000,0.1003,0.15,180,13.4164
1000,1100,0.1003,0.15,182,13.4907
1100,1200,0.1003,0.15,223,14.9332
1200,1300,0.1003,0.15,220,14.8324
1300,1400,0.1003,0.15,205,14.3178
1400,1500,0.1003,0.15,197,14.0357
1500,1600,0.1003,0.15,206,14.3527
1600,1700,0.1003,0.15,217,14.7309
1700,1800,0.1003,0.15,179,13.3791
