TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1092,33.0454
100,200,0.03,0.0449,1128,33.5857
200,300,0.03,0.0449,1088,32.9848
300,400,0.03,0.0449,1208,34.7563
400,500,0.03,0.0449,1114,33.3766
500,600,0.03,0.0449,1147,33.8674
600,700,0.03,0.0449,1171,34.2199
700,800,0.03,0.0449,1145,33.8378
800,900,0.03,0.0449,1144,33.8231
900,1000,0.03,0.0449,1122,33.4963
1000,1100,0.03,0.0449,1153,33.9559
1100,1200,0.03,0.0449,1150,33.9116
1200,1300,0.03,0.0449,1099,33.1512
1300,1400,0.03,0.0449,1133,33.6601
1400,1500,0.03,0.0449,1185,34.4238
1500,1600,0.03,0.0449,1110,33.3167
1600,1700,0.03,0.0449,1166,34.1467
1700,1800,0.03,0.0449,1164,34.1174
0,100,0.0449,0.0671,825,28.7228
100,200,0.0449,0.0671,849,29.1376
200,300,0.0449,0.0671,808,28.4253
300,400,0.0449,0.0671,856,29.2575
400,500,0.0449,0.0671,829,28.7924
500,600,0.0449,0.0671,825,28.7228
600,700,0.0449,0.0671,836,28.9137
700,800,0.0449,0.0671,844,29.0517
800,900,0.0449,0.0671,812,28.4956
900,1000,0.0449,0.0671,869,29.4788
1000,1100,0.0449,0.0671,781,27.9464
1100,1200,0.0449,0.0671,822,28.6705
1200,1300,0.0449,0.0671,818,28.6007
1300,1400,0.0449,0.0671,857,29.2746
1400,1500,0.0449,0.0671,820,28.6356
1500,1600,0.0449,0.0671,873,29.5466
1600,1700,0.0449,0.0671,859,29.3087
1700,1800,0.0449,0.0671,892,29.8664
0,100,0.0671,0.1003,423,20.567
100,200,0.0671,0.1003,449,21.1896
200,300,0.0671,0.1003,378,19.4422
300,400,0.0671,0.1003,437,20.9045
400,500,0.0671,0.1003,422,20.5426
500,600,0.0671,0.1003,425,20.6155
600,700,0.0671,0.1003,447,21.1424
700,800,0.0671,0.1003,431,20.7605
800,900,0.0671,0.1003,435,20.8567
900,1000,0.0671,0.1003,426,20.6398
1000,1100,0.0671,0.1003,434,20.8327
1100,1200,0.0671,0.1003,399,19.975
1200,1300,0.0671,0.1003,433,20.8087
1300,1400,0.0671,0.1003,434,20.8327
1400,1500,0.0671,0.1003,406,20.1494
1500,1600,0.0671,0.1003,425,20.6155
1600,1700,0.0671,0.1003,408,20.199
1700,1800,0.0671,0.1003,421,20.5183
0,100,0.1003,0.15,200,14.1421
100,200,0.1003,0.15,192,13.8564
200,300,0.1003,0.15,180,13.4164
300,400,0.1003,0.15,242,15.5563
400,500,0.1003,0.15,226,15.0333
500,600,0.1003,0.15,224,14.9666
600,700,0.1003,0.15,230,15.1658
700,800,0.1003,0.15,241,15.5242
800,900,0.1003,0.15,194,13.9284
900,1000,0.1003,0.15,217,14.7309
1000,1100,0.1003,0.15,215,14.6629
1100,1200,0.1003,0.15,218,14.7648
1200,1300,0.1003,0.15,221,14.8661
1300,1400,0.1003,0.15,196,14.0
1400,1500,0.1003,0.15,225,15.0
1500,1600,0.1003,0.15,221,14.8661
1600,1700,0.1003,0.15,238,15.4272
1700,1800,0.1003,0.15,208,14.4222
