TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1151,33.9264
100,200,0.03,0.0449,1152,33.9411
200,300,0.03,0.0449,1109,33.3017
300,400,0.03,0.0449,1169,34.1906
400,500,0.03,0.0449,1085,32.9393
500,600,0.03,0.0449,1176,34.2929
600,700,0.03,0.0449,1080,32.8634
700,800,0.03,0.0449,1153,33.9559
800,900,0.03,0.0449,1145,33.8378
900,1000,0.03,0.0449,1161,34.0735
1000,1100,0.03,0.0449,1123,33.5112
1100,1200,0.03,0.0449,1138,33.7343
1200,1300,0.03,0.0449,1224,34.9857
1300,1400,0.03,0.0449,1131,33.6303
1400,1500,0.03,0.0449,1119,33.4515
1500,1600,0.03,0.0449,1147,33.8674
1600,1700,0.03,0.0449,1118,33.4365
1700,1800,0.03,0.0449,1106,33.2566
0,100,0.0449,0.0671,788,28.0713
100,200,0.0449,0.0671,864,29.3939
200,300,0.0449,0.0671,853,29.2062
300,400,0.0449,0.0671,895,29.9166
400,500,0.0449,0.0671,788,28.0713
500,600,0.0449,0.0671,807,28.4077
600,700,0.0449,0.0671,764,27.6405
700,800,0.0449,0.0671,783,27.9821
800,900,0.0449,0.0671,828,28.775
900,1000,0.0449,0.0671,835,28.8964
1000,1100,0.0449,0.0671,825,28.7228
1100,1200,0.0449,0.0671,864,29.3939
1200,1300,0.0449,0.0671,828,28.775
1300,1400,0.0449,0.0671,780,27.9285
1400,1500,0.0449,0.0671,834,28.8791
1500,1600,0.0449,0.0671,817,28.5832
1600,1700,0.0449,0.0671,825,28.7228
1700,1800,0.0449,0.0671,835,28.8964
0,100,0.0671,0.1003,436,20.8806
100,200,0.0671,0.1003,424,20.5913
200,300,0.0671,0.1003,418,20.445
300,400,0.0671,0.1003,444,21.0713
400,500,0.0671,0.1003,409,20.2237
500,600,0.0671,0.1003,372,19.2873
600,700,0.0671,0.1003,435,20.8567
700,800,0.0671,0.1003,396,19.8997
800,900,0.0671,0.1003,405,20.1246
900,1000,0.0671,0.1003,431,20.7605
1000,1100,0.0671,0.1003,411,20.2731
1100,1200,0.0671,0.1003,373,19.3132
1200,1300,0.0671,0.1003,413,20.3224
1300,1400,0.0671,0.1003,416,20.3961
1400,1500,0.0671,0.1003,405,20.1246
1500,1600,0.0671,0.1003,446,21.1187
1600,1700,0.0671,0.1003,411,20.2731
1700,1800,0.0671,0.1003,419,20.4695
0,100,0.1003,0.15,210,14.4914
100,200,0.1003,0.15,194,13.9284
200,300,0.1003,0.15,184,13.5647
300,400,0.1003,0.15,227,15.0665
400,500,0.1003,0.15,202,14.2127
500,600,0.1003,0.15,223,14.9332
600,700,0.1003,0.15,209,14.4568
700,800,0.1003,0.15,211,14.5258
800,900,0.1003,0.15,244,15.6205
900,1000,0.1003,0.15,216,14.6969
1000,1100,0.1003,0.15,226,15.0333
1100,1200,0.1003,0.15,208,14.4222
1200,1300,0.1003,0.15,224,14.9666
1300,1400,0.1003,0.15,186,13.6382
1400,1500,0.1003,0.15,195,13.9642
1500,1600,0.1003,0.15,177,13.3041
1600,1700,0.1003,0.15,205,14.3178
1700,1800,0.1003,0.15,204,14.2829
