TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1046,32.3419
100,200,0.03,0.0449,1150,33.9116
200,300,0.03,0.0449,1156,34.0
300,400,0.03,0.0449,1135,33.6898
400,500,0.03,0.0449,1108,33.2866
500,600,0.03,0.0449,1171,34.2199
600,700,0.03,0.0449,1168,34.176
700,800,0.03,0.0449,1140,33.7639
800,900,0.03,0.0449,1150,33.9116
900,1000,0.03,0.0449,1081,32.8786
1000,1100,0.03,0.0449,1145,33.8378
1100,1200,0.03,0.0449,1187,34.4529
1200,1300,0.03,0.0449,1164,34.1174
1300,1400,0.03,0.0449,1137,33.7194
1400,1500,0.03,0.0449,1090,33.0151
1500,1600,0.03,0.0449,1112,33.3467
1600,1700,0.03,0.0449,1131,33.6303
1700,1800,0.03,0.0449,1101,33.1813
0,100,0.0449,0.0671,828,28.775
100,200,0.0449,0.0671,787,28.0535
200,300,0.0449,0.0671,839,28.9655
300,400,0.0449,0.0671,856,29.2575
400,500,0.0449,0.0671,865,29.4109
500,600,0.0449,0.0671,834,28.8791
600,700,0.0449,0.0671,844,29.0517
700,800,0.0449,0.0671,859,29.3087
800,900,0.0449,0.0671,832,28.8444
900,1000,0.0449,0.0671,810,28.4605
1000,1100,0.0449,0.0671,815,28.5482
1100,1200,0.0449,0.0671,810,28.4605
1200,1300,0.0449,0.0671,872,29.5296
1300,1400,0.0449,0.0671,778,27.8927
1400,1500,0.0449,0.0671,824,28.7054
1500,1600,0.0449,0.0671,817,28.5832
1600,1700,0.0449,0.0671,871,29.5127
1700,1800,0.0449,0.0671,809,28.4429
0,100,0.0671,0.1003,411,20.2731
100,200,0.0671,0.1003,429,20.7123
200,300,0.0671,0.1003,463,21.5174
300,400,0.0671,0.1003,435,20.8567
400,500,0.0671,0.1003,444,21.0713
500,600,0.0671,0.1003,414,20.347
600,700,0.0671,0.1003,453,21.2838
700,800,0.0671,0.1003,425,20.6155
800,900,0.0671,0.1003,428,20.6882
900,1000,0.0671,0.1003,430,20.7364
1000,1100,0.0671,0.1003,424,20.5913
1100,1200,0.0671,0.1003,395,19.8746
1200,1300,0.0671,0.1003,412,20.2978
1300,1400,0.0671,0.1003,438,20.9284
1400,1500,0.0671,0.1003,431,20.7605
1500,1600,0.0671,0.1003,465,21.5639
1600,1700,0.0671,0.1003,417,20.4206
1700,1800,0.0671,0.1003,390,19.7484
0,100,0.1003,0.15,235,15.3297
100,200,0.1003,0.15,204,14.2829
200,300,0.1003,0.15,207,14.3875
300,400,0.1003,0.15,225,15.0
400,500,0.1003,0.15,164,12.8062
500,600,0.1003,0.15,240,15.4919
600,700,0.1003,0.15,195,13.9642
700,800,0.1003,0.15,205,14.3178
800,900,0.1003,0.15,222,14.8997
900,1000,0.1003,0.15,212,14.5602
1000,1100,0.1003,0.15,200,14.1421
1100,1200,0.1003,0.15,216,14.6969
1200,1300,0.1003,0.15,186,13.6382
1300,1400,0.1003,0.15,189,13.7477
1400,1500,0.1003,0.15,199,14.1067
1500,1600,0.1003,0.15,216,14.6969
1600,1700,0.1003,0.15,208,14.4222
1700,1800,0.1003,0.15,183,13.5277
