TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1180,34.3511
100,200,0.03,0.0449,1153,33.9559
200,300,0.03,0.0449,1191,34.5109
300,400,0.03,0.0449,1111,33.3317
400,500,0.03,0.0449,1164,34.1174
500,600,0.03,0.0449,1136,33.7046
600,700,0.03,0.0449,1139,33.7491
700,800,0.03,0.0449,1114,33.3766
800,900,0.03,0.0449,1164,34.1174
900,1000,0.03,0.0449,1146,33.8526
1000,1100,0.03,0.0449,1158,34.0294
1100,1200,0.03,0.0449,1131,33.6303
1200,1300,0.03,0.0449,1171,34.2199
1300,1400,0.03,0.0449,1189,34.4819
1400,1500,0.03,0.0449,1149,33.8969
1500,1600,0.03,0.0449,1118,33.4365
1600,1700,0.03,0.0449,1115,33.3916
1700,1800,0.03,0.0449,1196,34.5832
0,100,0.0449,0.0671,869,29.4788
100,200,0.0449,0.0671,845,29.0689
200,300,0.0449,0.0671,839,28.9655
300,400,0.0449,0.0671,843,29.0345
400,500,0.0449,0.0671,817,28.5832
500,600,0.0449,0.0671,800,28.2843
600,700,0.0449,0.0671,823,28.688
700,800,0.0449,0.0671,879,29.6479
800,900,0.0449,0.0671,835,28.8964
900,1000,0.0449,0.0671,837,28.931
1000,1100,0.0449,0.0671,811,28.4781
1100,1200,0.0449,0.0671,856,29.2575
1200,1300,0.0449,0.0671,785,28.0179
1300,1400,0.0449,0.0671,821,28.6531
1400,1500,0.0449,0.0671,875,29.5804
1500,1600,0.0449,0.0671,849,29.1376
1600,1700,0.0449,0.0671,848,29.1204
1700,1800,0.0449,0.0671,837,28.931
0,100,0.0671,0.1003,437,20.9045
100,200,0.0671,0.1003,432,20.7846
200,300,0.0671,0.1003,430,20.7364
300,400,0.0671,0.1003,393,19.8242
400,500,0.0671,0.1003,394,19.8494
500,600,0.0671,0.1003,430,20.7364
600,700,0.0671,0.1003,415,20.3715
700,800,0.0671,0.1003,459,21.4243
800,900,0.0671,0.1003,422,20.5426
900,1000,0.0671,0.1003,436,20.8806
1000,1100,0.0671,0.1003,441,21.0
1100,1200,0.0671,0.1003,405,20.1246
1200,1300,0.0671,0.1003,456,21.3542
1300,1400,0.0671,0.1003,406,20.1494
1400,1500,0.0671,0.1003,414,20.347
1500,1600,0.0671,0.1003,407,20.1742
1600,1700,0.0671,0.1003,437,20.9045
1700,1800,0.0671,0.1003,452,21.2603
0,100,0.1003,0.15,228,15.0997
100,200,0.1003,0.15,215,14.6629
200,300,0.1003,0.15,231,15.1987
300,400,0.1003,0.15,201,14.1774
400,500,0.1003,0.15,187,13.6748
500,600,0.1003,0.15,216,14.6969
600,700,0.1003,0.15,198,14.0712
700,800,0.1003,0.15,204,14.2829
800,900,0.1003,0.15,186,13.6382
900,1000,0.1003,0.15,202,14.2127
1000,1100,0.1003,0.15,228,15.0997
1100,1200,0.1003,0.15,208,14.4222
1200,1300,0.1003,0.15,221,14.8661
1300,1400,0.1003,0.15,207,14.3875
1400,1500,0.1003,0.15,213,14.5945
1500,1600,0.1003,0.15,213,14.5945
1600,1700,0.1003,0.15,210,14.4914
1700,1800,0.1003,0.15,204,14.2829
