TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1128,33.5857
100,200,0.03,0.0449,1177,34.3074
200,300,0.03,0.0449,1133,33.6601
300,400,0.03,0.0449,1192,34.5254
400,500,0.03,0.0449,1157,34.0147
500,600,0.03,0.0449,1096,33.1059
600,700,0.03,0.0449,1161,34.0735
700,800,0.03,0.0449,1157,34.0147
800,900,0.03,0.0449,1201,34.6554
900,1000,0.03,0.0449,1146,33.8526
1000,1100,0.03,0.0449,1140,33.7639
1100,1200,0.03,0.0449,1161,34.0735
1200,1300,0.03,0.0449,1211,34.7994
1300,1400,0.03,0.0449,1184,34.4093
1400,1500,0.03,0.0449,1120,33.4664
1500,1600,0.03,0.0449,1146,33.8526
1600,1700,0.03,0.0449,1170,34.2053
1700,1800,0.03,0.0449,1178,34.322
0,100,0.0449,0.0671,888,29.7993
100,200,0.0449,0.0671,869,29.4788
200,300,0.0449,0.0671,834,28.8791
300,400,0.0449,0.0671,874,29.5635
400,500,0.0449,0.0671,854,29.2233
500,600,0.0449,0.0671,859,29.3087
600,700,0.0449,0.0671,863,29.3769
700,800,0.0449,0.0671,877,29.6142
800,900,0.0449,0.0671,798,28.2489
900,1000,0.0449,0.0671,827,28.7576
1000,1100,0.0449,0.0671,829,28.7924
1100,1200,0.0449,0.0671,845,29.0689
1200,1300,0.0449,0.0671,854,29.2233
1300,1400,0.0449,0.0671,914,30.2324
1400,1500,0.0449,0.0671,819,28.6182
1500,1600,0.0449,0.0671,844,29.0517
1600,1700,0.0449,0.0671,845,29.0689
1700,1800,0.0449,0.0671,830,28.8097
0,100,0.0671,0.1003,436,20.8806
100,200,0.0671,0.1003,379,19.4679
200,300,0.0671,0.1003,441,21.0
300,400,0.0671,0.1003,438,20.9284
400,500,0.0671,0.1003,400,20.0
500,600,0.0671,0.1003,444,21.0713
600,700,0.0671,0.1003,395,19.8746
700,800,0.0671,0.1003,390,19.7484
800,900,0.0671,0.1003,434,20.8327
900,1000,0.0671,0.1003,420,20.4939
1000,1100,0.0671,0.1003,409,20.2237
1100,1200,0.0671,0.1003,397,19.9249
1200,1300,0.0671,0.1003,425,20.6155
1300,1400,0.0671,0.1003,408,20.199
1400,1500,0.0671,0.1003,408,20.199
1500,1600,0.0671,0.1003,440,20.9762
1600,1700,0.0671,0.1003,435,20.8567
1700,1800,0.0671,0.1003,449,21.1896
0,100,0.1003,0.15,208,14.4222
100,200,0.1003,0.15,217,14.7309
200,300,0.1003,0.15,208,14.4222
300,400,0.1003,0.15,226,15.0333
400,500,0.1003,0.15,204,14.2829
500,600,0.1003,0.15,195,13.9642
600,700,0.1003,0.15,227,15.0665
700,800,0.1003,0.15,198,14.0712
800,900,0.1003,0.15,199,14.1067
900,1000,0.1003,0.15,204,14.2829
1000,1100,0.1003,0.15,205,14.3178
1100,1200,0.1003,0.15,212,14.5602
1200,1300,0.1003,0.15,214,14.6287
1300,1400,0.1003,0.15,245,15.6525
1400,1500,0.1003,0.15,237,15.3948
1500,1600,0.1003,0.15,224,14.9666
1600,1700,0.1003,0.15,196,14.0
1700,1800,0.1003,0.15,225,15.0
