TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1111,33.3317
100,200,0.03,0.0449,1189,34.4819
200,300,0.03,0.0449,1112,33.3467
300,400,0.03,0.0449,1186,34.4384
400,500,0.03,0.0449,1153,33.9559
500,600,0.03,0.0449,1130,33.6155
600,700,0.03,0.0449,1090,33.0151
700,800,0.03,0.0449,1146,33.8526
800,900,0.03,0.0449,1147,33.8674
900,1000,0.03,0.0449,1122,33.4963
1000,1100,0.03,0.0449,1085,32.9393
1100,1200,0.03,0.0449,1141,33.7787
1200,1300,0.03,0.0449,1148,33.8821
1300,1400,0.03,0.0449,1149,33.8969
1400,1500,0.03,0.0449,1196,34.5832
1500,1600,0.03,0.0449,1174,34.2637
1600,1700,0.03,0.0449,1211,34.7994
1700,1800,0.03,0.0449,1143,33.8083
0,100,0.0449,0.0671,834,28.8791
100,200,0.0449,0.0671,882,29.6985
200,300,0.0449,0.0671,827,28.7576
300,400,0.0449,0.0671,832,28.8444
400,500,0.0449,0.0671,797,28.2312
500,600,0.0449,0.0671,865,29.4109
600,700,0.0449,0.0671,776,27.8568
700,800,0.0449,0.0671,821,28.6531
800,900,0.0449,0.0671,848,29.1204
900,1000,0.0449,0.0671,815,28.5482
1000,1100,0.0449,0.0671,856,29.2575
1100,1200,0.0449,0.0671,800,28.2843
1200,1300,0.0449,0.0671,807,28.4077
1300,1400,0.0449,0.0671,848,29.1204
1400,1500,0.0449,0.0671,857,29.2746
1500,1600,0.0449,0.0671,841,29.0
1600,1700,0.0449,0.0671,877,29.6142
1700,1800,0.0449,0.0671,840,28.9828
0,100,0.0671,0.1003,439,20.9523
100,200,0.0671,0.1003,440,20.9762
200,300,0.0671,0.1003,409,20.2237
300,400,0.0671,0.1003,447,21.1424
400,500,0.0671,0.1003,428,20.6882
500,600,0.0671,0.1003,420,20.4939
600,700,0.0671,0.1003,406,20.1494
700,800,0.0671,0.1003,392,19.799
800,900,0.0671,0.1003,388,19.6977
900,1000,0.0671,0.1003,411,20.2731
1000,1100,0.0671,0.1003,413,20.3224
1100,1200,0.0671,0.1003,419,20.4695
1200,1300,0.0671,0.1003,430,20.7364
1300,1400,0.0671,0.1003,396,19.8997
1400,1500,0.0671,0.1003,406,20.1494
1500,1600,0.0671,0.1003,432,20.7846
1600,1700,0.0671,0.1003,426,20.6398
1700,1800,0.0671,0.1003,450,21.2132
0,100,0.1003,0.15,213,14.5945
100,200,0.1003,0.15,238,15.4272
200,300,0.1003,0.15,217,14.7309
300,400,0.1003,0.15,226,15.0333
400,500,0.1003,0.15,206,14.3527
500,600,0.1003,0.15,191,13.8203
600,700,0.1003,0.15,200,14.1421
700,800,0.1003,0.15,215,14.6629
800,900,0.1003,0.15,208,14.4222
900,1000,0.1003,0.15,205,14.3178
1000,1100,0.1003,0.15,183,13.5277
1100,1200,0.1003,0.15,198,14.0712
1200,1300,0.1003,0.15,223,14.9332
1300,1400,0.1003,0.15,233,15.2643
1400,1500,0.1003,0.15,224,14.9666
1500,1600,0.1003,0.15,183,13.5277
1600,1700,0.1003,0.15,198,14.0712
1700,1800,0.1003,0.15,228,15.0997
