TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1185,34.4238
100,200,0.03,0.0449,1144,33.8231
200,300,0.03,0.0449,1123,33.5112
300,400,0.03,0.0449,1149,33.8969
400,500,0.03,0.0449,1060,32.5576
500,600,0.03,0.0449,1103,33.2114
600,700,0.03,0.0449,1182,34.3802
700,800,0.03,0.0449,1111,33.3317
800,900,0.03,0.0449,1123,33.5112
900,1000,0.03,0.0449,1139,33.7491
1000,1100,0.03,0.0449,1145,33.8378
1100,1200,0.03,0.0449,1137,33.7194
1200,1300,0.03,0.0449,1155,33.9853
1300,1400,0.03,0.0449,1183,34.3948
1400,1500,0.03,0.0449,1138,33.7343
1500,1600,0.03,0.0449,1111,33.3317
1600,1700,0.03,0.0449,1219,34.9142
1700,1800,0.03,0.0449,1123,33.5112
0,100,0.0449,0.0671,829,28.7924
100,200,0.0449,0.0671,843,29.0345
200,300,0.0449,0.0671,777,27.8747
300,400,0.0449,0.0671,858,29.2916
400,500,0.0449,0.0671,863,29.3769
500,600,0.0449,0.0671,821,28.6531
600,700,0.0449,0.0671,843,29.0345
700,800,0.0449,0.0671,877,29.6142
800,900,0.0449,0.0671,811,28.4781
900,1000,0.0449,0.0671,868,29.4618
1000,1100,0.0449,0.0671,839,28.9655
1100,1200,0.0449,0.0671,861,29.3428
1200,1300,0.0449,0.0671,817,28.5832
1300,1400,0.0449,0.0671,835,28.8964
1400,1500,0.0449,0.0671,771,27.7669
1500,1600,0.0449,0.0671,846,29.0861
1600,1700,0.0449,0.0671,829,28.7924
1700,1800,0.0449,0.0671,815,28.5482
0,100,0.0671,0.1003,403,20.0749
100,200,0.0671,0.1003,414,20.347
200,300,0.0671,0.1003,419,20.4695
300,400,0.0671,0.1003,398,19.9499
400,500,0.0671,0.1003,377,19.4165
500,600,0.0671,0.1003,414,20.347
600,700,0.0671,0.1003,427,20.664
700,800,0.0671,0.1003,424,20.5913
800,900,0.0671,0.1003,371,19.2614
900,1000,0.0671,0.1003,432,20.7846
1000,1100,0.0671,0.1003,418,20.445
1100,1200,0.0671,0.1003,430,20.7364
1200,1300,0.0671,0.1003,426,20.6398
1300,1400,0.0671,0.1003,423,20.567
1400,1500,0.0671,0.1003,427,20.664
1500,1600,0.0671,0.1003,410,20.2485
1600,1700,0.0671,0.1003,391,19.7737
1700,1800,0.0671,0.1003,433,20.8087
0,100,0.1003,0.15,206,14.3527
100,200,0.1003,0.15,183,13.5277
200,300,0.1003,0.15,177,13.3041
300,400,0.1003,0.15,217,14.7309
400,500,0.1003,0.15,227,15.0665
500,600,0.1003,0.15,204,14.2829
600,700,0.1003,0.15,235,15.3297
700,800,0.1003,0.15,186,13.6382
800,900,0.1003,0.15,181,13.4536
900,1000,0.1003,0.15,200,14.1421
1000,1100,0.1003,0.15,213,14.5945
1100,1200,0.1003,0.15,207,14.3875
1200,1300,0.1003,0.15,204,14.2829
1300,1400,0.1003,0.15,233,15.2643
1400,1500,0.1003,0.15,208,14.4222
1500,1600,0.1003,0.15,196,14.0
1600,1700,0.1003,0.15,199,14.1067
1700,1800,0.1003,0.15,219,14.7986
