TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1120,33.4664
100,200,0.03,0.0449,1127,33.5708
200,300,0.03,0.0449,1024,32.0
300,400,0.03,0.0449,1165,34.1321
400,500,0.03,0.0449,1104,33.2265
500,600,0.03,0.0449,1155,33.9853
600,700,0.03,0.0449,1140,33.7639
700,800,0.03,0.0449,1173,34.2491
800,900,0.03,0.0449,1128,33.5857
900,1000,0.03,0.0449,1186,34.4384
1000,1100,0.03,0.0449,1140,33.7639
1100,1200,0.03,0.0449,1143,33.8083
1200,1300,0.03,0.0449,1159,34.0441
1300,1400,0.03,0.0449,1094,33.0757
1400,1500,0.03,0.0449,1148,33.8821
1500,1600,0.03,0.0449,1155,33.9853
1600,1700,0.03,0.0449,1119,33.4515
1700,1800,0.03,0.0449,1148,33.8821
0,100,0.0449,0.0671,849,29.1376
100,200,0.0449,0.0671,807,28.4077
200,300,0.0449,0.0671,831,28.8271
300,400,0.0449,0.0671,832,28.8444
400,500,0.0449,0.0671,841,29.0
500,600,0.0449,0.0671,878,29.6311
600,700,0.0449,0.0671,773,27.8029
700,800,0.0449,0.0671,887,29.7825
800,900,0.0449,0.0671,842,29.0172
900,1000,0.0449,0.0671,811,28.4781
1000,1100,0.0449,0.0671,851,29.1719
1100,1200,0.0449,0.0671,831,28.8271
1200,1300,0.0449,0.0671,818,28.6007
1300,1400,0.0449,0.0671,798,28.2489
1400,1500,0.0449,0.0671,823,28.688
1500,1600,0.0449,0.0671,828,28.775
1600,1700,0.0449,0.0671,860,29.3258
1700,1800,0.0449,0.0671,851,29.1719
0,100,0.0671,0.1003,398,19.9499
100,200,0.0671,0.1003,396,19.8997
200,300,0.0671,0.1003,396,19.8997
300,400,0.0671,0.1003,406,20.1494
400,500,0.0671,0.1003,444,21.0713
500,600,0.0671,0.1003,361,19.0
600,700,0.0671,0.1003,418,20.445
700,800,0.0671,0.1003,420,20.4939
800,900,0.0671,0.1003,444,21.0713
900,1000,0.0671,0.1003,444,21.0713
1000,1100,0.0671,0.1003,420,20.4939
1100,1200,0.0671,0.1003,406,20.1494
1200,1300,0.0671,0.1003,446,21.1187
1300,1400,0.0671,0.1003,386,19.6469
1400,1500,0.0671,0.1003,386,19.6469
1500,1600,0.0671,0.1003,455,21.3307
1600,1700,0.0671,0.1003,404,20.0998
1700,1800,0.0671,0.1003,409,20.2237
0,100,0.1003,0.15,212,14.5602
100,200,0.1003,0.15,203,14.2478
200,300,0.1003,0.15,221,14.8661
300,400,0.1003,0.15,229,15.1327
400,500,0.1003,0.15,211,14.5258
500,600,0.1003,0.15,195,13.9642
600,700,0.1003,0.15,191,13.8203
700,800,0.1003,0.15,216,14.6969
800,900,0.1003,0.15,199,14.1067
900,1000,0.1003,0.15,207,14.3875
1000,1100,0.1003,0.15,211,14.5258
1100,1200,0.1003,0.15,210,14.4914
1200,1300,0.1003,0.15,201,14.1774
1300,1400,0.1003,0.15,191,13.8203
1400,1500,0.1003,0.15,190,13.784
1500,1600,0.1003,0.15,192,13.8564
1600,1700,0.1003,0.15,224,14.9666
1700,1800,0.1003,0.15,195,13.9642
