TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1166,34.1467
100,200,0.03,0.0449,1163,34.1028
200,300,0.03,0.0449,1110,33.3167
300,400,0.03,0.0449,1113,33.3617
400,500,0.03,0.0449,1158,34.0294
500,600,0.03,0.0449,1196,34.5832
600,700,0.03,0.0449,1139,33.7491
700,800,0.03,0.0449,1096,33.1059
800,900,0.03,0.0449,1155,33.9853
900,1000,0.03,0.0449,1199,34.6266
1000,1100,0.03,0.0449,1106,33.2566
1100,1200,0.03,0.0449,1116,33.4066
1200,1300,0.03,0.0449,1165,34.1321
1300,1400,0.03,0.0449,1079,32.8481
1400,1500,0.03,0.0449,1109,33.3017
1500,1600,0.03,0.0449,1151,33.9264
1600,1700,0.03,0.0449,1158,34.0294
1700,1800,0.03,0.0449,1098,33.1361
0,100,0.0449,0.0671,846,29.0861
100,200,0.0449,0.0671,805,28.3725
200,300,0.0449,0.0671,797,28.2312
300,400,0.0449,0.0671,830,28.8097
400,500,0.0449,0.0671,835,28.8964
500,600,0.0449,0.0671,774,27.8209
600,700,0.0449,0.0671,830,28.8097
700,800,0.0449,0.0671,912,30.1993
800,900,0.0449,0.0671,796,28.2135
900,1000,0.0449,0.0671,870,29.4958
1000,1100,0.0449,0.0671,792,28.1425
1100,1200,0.0449,0.0671,782,27.9643
1200,1300,0.0449,0.0671,843,29.0345
1300,1400,0.0449,0.0671,853,29.2062
1400,1500,0.0449,0.0671,853,29.2062
1500,1600,0.0449,0.0671,818,28.6007
1600,1700,0.0449,0.0671,858,29.2916
1700,1800,0.0449,0.0671,811,28.4781
0,100,0.0671,0.1003,393,19.8242
100,200,0.0671,0.1003,415,20.3715
200,300,0.0671,0.1003,470,21.6795
300,400,0.0671,0.1003,379,19.4679
400,500,0.0671,0.1003,400,20.0
500,600,0.0671,0.1003,443,21.0476
600,700,0.0671,0.1003,437,20.9045
700,800,0.0671,0.1003,414,20.347
800,900,0.0671,0.1003,412,20.2978
900,1000,0.0671,0.1003,403,20.0749
1000,1100,0.0671,0.1003,401,20.025
1100,1200,0.0671,0.1003,452,21.2603
1200,1300,0.0671,0.1003,421,20.5183
1300,1400,0.0671,0.1003,413,20.3224
1400,1500,0.0671,0.1003,405,20.1246
1500,1600,0.0671,0.1003,408,20.199
1600,1700,0.0671,0.1003,436,20.8806
1700,1800,0.0671,0.1003,409,20.2237
0,100,0.1003,0.15,205,14.3178
100,200,0.1003,0.15,208,14.4222
200,300,0.1003,0.15,180,13.4164
300,400,0.1003,0.15,216,14.6969
400,500,0.1003,0.15,202,14.2127
500,600,0.1003,0.15,203,14.2478
600,700,0.1003,0.15,207,14.3875
700,800,0.1003,0.15,181,13.4536
800,900,0.1003,0.15,216,14.6969
900,1000,0.1003,0.15,221,14.8661
1000,1100,0.1003,0.15,213,14.5945
1100,1200,0.1003,0.15,213,14.5945
1200,1300,0.1003,0.15,216,14.6969
1300,1400,0.1003,0.15,229,15.1327
1400,1500,0.1003,0.15,193,13.8924
1500,1600,0.1003,0.15,220,14.8324
1600,1700,0.1003,0.15,212,14.5602
1700,1800,0.1003,0.15,208,14.4222
