TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1139,33.7491
100,200,0.03,0.0449,1125,33.541
200,300,0.03,0.0449,1165,34.1321
300,400,0.03,0.0449,1142,33.7935
400,500,0.03,0.0449,1185,34.4238
500,600,0.03,0.0449,1064,32.619
600,700,0.03,0.0449,1134,33.6749
700,800,0.03,0.0449,1172,34.2345
800,900,0.03,0.0449,1106,33.2566
900,1000,0.03,0.0449,1123,33.5112
1000,1100,0.03,0.0449,1149,33.8969
1100,1200,0.03,0.0449,1113,33.3617
1200,1300,0.03,0.0449,1169,34.1906
1300,1400,0.03,0.0449,1154,33.9706
1400,1500,0.03,0.0449,1139,33.7491
1500,1600,0.03,0.0449,1151,33.9264
1600,1700,0.03,0.0449,1116,33.4066
1700,1800,0.03,0.0449,1103,33.2114
0,100,0.0449,0.0671,832,28.8444
100,200,0.0449,0.0671,864,29.3939
200,300,0.0449,0.0671,814,28.5307
300,400,0.0449,0.0671,870,29.4958
400,500,0.0449,0.0671,855,29.2404
500,600,0.0449,0.0671,870,29.4958
600,700,0.0449,0.0671,845,29.0689
700,800,0.0449,0.0671,845,29.0689
800,900,0.0449,0.0671,834,28.8791
900,1000,0.0449,0.0671,838,28.9482
1000,1100,0.0449,0.0671,814,28.5307
1100,1200,0.0449,0.0671,870,29.4958
1200,1300,0.0449,0.0671,859,29.3087
1300,1400,0.0449,0.0671,802,28.3196
1400,1500,0.0449,0.0671,812,28.4956
1500,1600,0.0449,0.0671,853,29.2062
1600,1700,0.0449,0.0671,840,28.9828
1700,1800,0.0449,0.0671,843,29.0345
0,100,0.0671,0.1003,416,20.3961
100,200,0.0671,0.1003,423,20.567
200,300,0.0671,0.1003,430,20.7364
300,400,0.0671,0.1003,418,20.445
400,500,0.0671,0.1003,373,19.3132
500,600,0.0671,0.1003,452,21.2603
600,700,0.0671,0.1003,427,20.664
700,800,0.0671,0.1003,439,20.9523
800,900,0.0671,0.1003,476,21.8174
900,1000,0.0671,0.1003,430,20.7364
1000,1100,0.0671,0.1003,409,20.2237
1100,1200,0.0671,0.1003,391,19.7737
1200,1300,0.0671,0.1003,416,20.3961
1300,1400,0.0671,0.1003,396,19.8997
1400,1500,0.0671,0.1003,410,20.2485
1500,1600,0.0671,0.1003,409,20.2237
1600,1700,0.0671,0.1003,411,20.2731
1700,1800,0.0671,0.1003,411,20.2731
0,100,0.1003,0.15,206,14.3527
100,200,0.1003,0.15,229,15.1327
200,300,0.1003,0.15,208,14.4222
300,400,0.1003,0.15,229,15.1327
400,500,0.1003,0.15,213,14.5945
500,600,0.1003,0.15,208,14.4222
600,700,0.1003,0.15,233,15.2643
700,800,0.1003,0.15,177,13.3041
800,900,0.1003,0.15,192,13.8564
900,1000,0.1003,0.15,208,14.4222
1000,1100,0.1003,0.15,211,14.5258
1100,1200,0.1003,0.15,194,13.9284
1200,1300,0.1003,0.15,181,13.4536
1300,1400,0.1003,0.15,216,14.6969
1400,1500,0.1003,0.15,232,15.2315
1500,1600,0.1003,0.15,198,14.0712
1600,1700,0.1003,0.15,199,14.1067
1700,1800,0.1003,0.15,195,13.9642
