TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1104,33.2265
100,200,0.03,0.0449,1082,32.8938
200,300,0.03,0.0449,1133,33.6601
300,400,0.03,0.0449,1244,35.2704
400,500,0.03,0.0449,1139,33.7491
500,600,0.03,0.0449,1153,33.9559
600,700,0.03,0.0449,1173,34.2491
700,800,0.03,0.0449,1156,34.0
800,900,0.03,0.0449,1106,33.2566
900,1000,0.03,0.0449,1178,34.322
1000,1100,0.03,0.0449,1108,33.2866
1100,1200,0.03,0.0449,1094,33.0757
1200,1300,0.03,0.0449,1139,33.7491
1300,1400,0.03,0.0449,1125,33.541
1400,1500,0.03,0.0449,1078,32.8329
1500,1600,0.03,0.0449,1177,34.3074
1600,1700,0.03,0.0449,1159,34.0441
1700,1800,0.03,0.0449,1070,32.7109
0,100,0.0449,0.0671,803,28.3373
100,200,0.0449,0.0671,813,28.5132
200,300,0.0449,0.0671,812,28.4956
300,400,0.0449,0.0671,833,28.8617
400,500,0.0449,0.0671,796,28.2135
500,600,0.0449,0.0671,840,28.9828
600,700,0.0449,0.0671,845,29.0689
700,800,0.0449,0.0671,860,29.3258
800,900,0.0449,0.0671,772,27.7849
900,1000,0.0449,0.0671,850,29.1548
1000,1100,0.0449,0.0671,829,28.7924
1100,1200,0.0449,0.0671,826,28.7402
1200,1300,0.0449,0.0671,810,28.4605
1300,1400,0.0449,0.0671,797,28.2312
1400,1500,0.0449,0.0671,816,28.5657
1500,1600,0.0449,0.0671,820,28.6356
1600,1700,0.0449,0.0671,814,28.5307
1700,1800,0.0449,0.0671,825,28.7228
0,100,0.0671,0.1003,398,19.9499
100,200,0.0671,0.1003,410,20.2485
200,300,0.0671,0.1003,415,20.3715
300,400,0.0671,0.1003,431,20.7605
400,500,0.0671,0.1003,413,20.3224
500,600,0.0671,0.1003,390,19.7484
600,700,0.0671,0.1003,412,20.2978
700,800,0.0671,0.1003,433,20.8087
800,900,0.0671,0.1003,441,21.0
900,1000,0.0671,0.1003,457,21.3776
1000,1100,0.0671,0.1003,428,20.6882
1100,1200,0.0671,0.1003,431,20.7605
1200,1300,0.0671,0.1003,398,19.9499
1300,1400,0.0671,0.1003,460,21.4476
1400,1500,0.0671,0.1003,403,20.0749
1500,1600,0.0671,0.1003,419,20.4695
1600,1700,0.0671,0.1003,440,20.9762
1700,1800,0.0671,0.1003,427,20.664
0,100,0.1003,0.15,197,14.0357
100,200,0.1003,0.15,223,14.9332
200,300,0.1003,0.15,220,14.8324
300,400,0.1003,0.15,211,14.5258
400,500,0.1003,0.15,185,13.6015
500,600,0.1003,0.15,206,14.3527
600,700,0.1003,0.15,213,14.5945
700,800,0.1003,0.15,212,14.5602
800,900,0.1003,0.15,226,15.0333
900,1000,0.1003,0.15,217,14.7309
1000,1100,0.1003,0.15,216,14.6969
1100,1200,0.1003,0.15,176,13.2665
1200,1300,0.1003,0.15,183,13.5277
1300,1400,0.1003,0.15,203,14.2478
1400,1500,0.1003,0.15,195,13.9642
1500,1600,0.1003,0.15,196,14.0
1600,1700,0.1003,0.15,212,14.5602
1700,1800,0.1003,0.15,206,14.3527
