TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1130,33.6155
100,200,0.03,0.0449,1101,33.1813
200,300,0.03,0.0449,1132,33.6452
300,400,0.03,0.0449,1106,33.2566
400,500,0.03,0.0449,1210,34.7851
500,600,0.03,0.0449,1154,33.9706
600,700,0.03,0.0449,1096,33.1059
700,800,0.03,0.0449,1142,33.7935
800,900,0.03,0.0449,1188,34.4674
900,1000,0.03,0.0449,1129,33.6006
1000,1100,0.03,0.0449,1128,33.5857
1100,1200,0.03,0.0449,1156,34.0
1200,1300,0.03,0.0449,1182,34.3802
1300,1400,0.03,0.0449,1217,34.8855
1400,1500,0.03,0.0449,1132,33.6452
1500,1600,0.03,0.0449,1126,33.5559
1600,1700,0.03,0.0449,1142,33.7935
1700,1800,0.03,0.0449,1169,34.1906
0,100,0.0449,0.0671,833,28.8617
100,200,0.0449,0.0671,760,27.5681
200,300,0.0449,0.0671,797,28.2312
300,400,0.0449,0.0671,758,27.5318
400,500,0.0449,0.0671,806,28.3901
500,600,0.0449,0.0671,845,29.0689
600,700,0.0449,0.0671,791,28.1247
700,800,0.0449,0.0671,781,27.9464
800,900,0.0449,0.0671,855,29.2404
900,1000,0.0449,0.0671,839,28.9655
1000,1100,0.0449,0.0671,854,29.2233
1100,1200,0.0449,0.0671,828,28.775
1200,1300,0.0449,0.0671,845,29.0689
1300,1400,0.0449,0.0671,841,29.0
1400,1500,0.0449,0.0671,855,29.2404
1500,1600,0.0449,0.0671,794,28.178
1600,1700,0.0449,0.0671,775,27.8388
1700,1800,0.0449,0.0671,854,29.2233
0,100,0.0671,0.1003,411,20.2731
100,200,0.0671,0.1003,410,20.2485
200,300,0.0671,0.1003,460,21.4476
300,400,0.0671,0.1003,387,19.6723
400,500,0.0671,0.1003,417,20.4206
500,600,0.0671,0.1003,401,20.025
600,700,0.0671,0.1003,429,20.7123
700,800,0.0671,0.1003,427,20.664
800,900,0.0671,0.1003,394,19.8494
900,1000,0.0671,0.1003,440,20.9762
1000,1100,0.0671,0.1003,410,20.2485
1100,1200,0.0671,0.1003,449,21.1896
1200,1300,0.0671,0.1003,436,20.8806
1300,1400,0.0671,0.1003,421,20.5183
1400,1500,0.0671,0.1003,447,21.1424
1500,1600,0.0671,0.1003,403,20.0749
1600,1700,0.0671,0.1003,416,20.3961
1700,1800,0.0671,0.1003,417,20.4206
0,100,0.1003,0.15,230,15.1658
100,200,0.1003,0.15,242,15.5563
200,300,0.1003,0.15,220,14.8324
300,400,0.1003,0.15,215,14.6629
400,500,0.1003,0.15,214,14.6287
500,600,0.1003,0.15,186,13.6382
600,700,0.1003,0.15,208,14.4222
700,800,0.1003,0.15,222,14.8997
800,900,0.1003,0.15,193,13.8924
900,1000,0.1003,0.15,203,14.2478
1000,1100,0.1003,0.15,235,15.3297
1100,1200,0.1003,0.15,198,14.0712
1200,1300,0.1003,0.15,202,14.2127
1300,1400,0.1003,0.15,224,14.9666
1400,1500,0.1003,0.15,216,14.6969
1500,1600,0.1003,0.15,212,14.5602
1600,1700,0.1003,0.15,211,14.5258
1700,1800,0.1003,0.15,217,14.7309
