TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1141,33.7787
100,200,0.03,0.0449,1118,33.4365
200,300,0.03,0.0449,1164,34.1174
300,400,0.03,0.0449,1106,33.2566
400,500,0.03,0.0449,1102,33.1964
500,600,0.03,0.0449,1188,34.4674
600,700,0.03,0.0449,1162,34.0881
700,800,0.03,0.0449,1128,33.5857
800,900,0.03,0.0449,1086,32.9545
900,1000,0.03,0.0449,1090,33.0151
1000,1100,0.03,0.0449,1158,34.0294
1100,1200,0.03,0.0449,1186,34.4384
1200,1300,0.03,0.0449,1068,32.6803
1300,1400,0.03,0.0449,1190,34.4964
1400,1500,0.03,0.0449,1120,33.4664
1500,1600,0.03,0.0449,1141,33.7787
1600,1700,0.03,0.0449,1158,34.0294
1700,1800,0.03,0.0449,1208,34.7563
0,100,0.0449,0.0671,837,28.931
100,200,0.0449,0.0671,880,29.6648
200,300,0.0449,0.0671,849,29.1376
300,400,0.0449,0.0671,810,28.4605
400,500,0.0449,0.0671,845,29.0689
500,600,0.0449,0.0671,831,28.8271
600,700,0.0449,0.0671,847,29.1033
700,800,0.0449,0.0671,818,28.6007
800,900,0.0449,0.0671,826,28.7402
900,1000,0.0449,0.0671,794,28.178
1000,1100,0.0449,0.0671,847,29.1033
1100,1200,0.0449,0.0671,804,28.3549
1200,1300,0.0449,0.0671,822,28.6705
1300,1400,0.0449,0.0671,850,29.1548
1400,1500,0.0449,0.0671,791,28.1247
1500,1600,0.0449,0.0671,809,28.4429
1600,1700,0.0449,0.0671,892,29.8664
1700,1800,0.0449,0.0671,798,28.2489
0,100,0.0671,0.1003,424,20.5913
100,200,0.0671,0.1003,432,20.7846
200,300,0.0671,0.1003,434,20.8327
300,400,0.0671,0.1003,433,20.8087
400,500,0.0671,0.1003,416,20.3961
500,600,0.0671,0.1003,428,20.6882
600,700,0.0671,0.1003,432,20.7846
700,800,0.0671,0.1003,421,20.5183
800,900,0.0671,0.1003,402,20.0499
900,1000,0.0671,0.1003,422,20.5426
1000,1100,0.0671,0.1003,410,20.2485
1100,1200,0.0671,0.1003,423,20.567
1200,1300,0.0671,0.1003,448,21.166
1300,1400,0.0671,0.1003,417,20.4206
1400,1500,0.0671,0.1003,409,20.2237
1500,1600,0.0671,0.1003,432,20.7846
1600,1700,0.0671,0.1003,427,20.664
1700,1800,0.0671,0.1003,440,20.9762
0,100,0.1003,0.15,207,14.3875
100,200,0.1003,0.15,187,13.6748
200,300,0.1003,0.15,216,14.6969
300,400,0.1003,0.15,188,13.7113
400,500,0.1003,0.15,211,14.5258
500,600,0.1003,0.15,193,13.8924
600,700,0.1003,0.15,227,15.0665
700,800,0.1003,0.15,202,14.2127
800,900,0.1003,0.15,240,15.4919
900,1000,0.1003,0.15,213,14.5945
1000,1100,0.1003,0.15,195,13.9642
1100,1200,0.1003,0.15,215,14.6629
1200,1300,0.1003,0.15,196,14.0
1300,1400,0.1003,0.15,206,14.3527
1400,1500,0.1003,0.15,229,15.1327
1500,1600,0.1003,0.15,188,13.7113
1600,1700,0.1003,0.15,209,14.4568
1700,1800,0.1003,0.15,210,14.4914
