TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1152,33.9411
100,200,0.03,0.0449,1147,33.8674
200,300,0.03,0.0449,1153,33.9559
300,400,0.03,0.0449,1140,33.7639
400,500,0.03,0.0449,1195,34.5688
500,600,0.03,0.0449,1122,33.4963
600,700,0.03,0.0449,1121,33.4813
700,800,0.03,0.0449,1204,34.6987
800,900,0.03,0.0449,1160,34.0588
900,1000,0.03,0.0449,1107,33.2716
1000,1100,0.03,0.0449,1101,33.1813
1100,1200,0.03,0.0449,1124,33.5261
1200,1300,0.03,0.0449,1118,33.4365
1300,1400,0.03,0.0449,1134,33.6749
1400,1500,0.03,0.0449,1181,34.3657
1500,1600,0.03,0.0449,1089,33.0
1600,1700,0.03,0.0449,1095,33.0908
1700,1800,0.03,0.0449,1144,33.8231
0,100,0.0449,0.0671,804,28.3549
100,200,0.0449,0.0671,793,28.1603
200,300,0.0449,0.0671,855,29.2404
300,400,0.0449,0.0671,795,28.1957
400,500,0.0449,0.0671,821,28.6531
500,600,0.0449,0.0671,886,29.7658
600,700,0.0449,0.0671,848,29.1204
700,800,0.0449,0.0671,829,28.7924
800,900,0.0449,0.0671,859,29.3087
900,1000,0.0449,0.0671,923,30.3809
1000,1100,0.0449,0.0671,842,29.0172
1100,1200,0.0449,0.0671,822,28.6705
1200,1300,0.0449,0.0671,840,28.9828
1300,1400,0.0449,0.0671,829,28.7924
1400,1500,0.0449,0.0671,834,28.8791
1500,1600,0.0449,0.0671,787,28.0535
1600,1700,0.0449,0.0671,765,27.6586
1700,1800,0.0449,0.0671,826,28.7402
0,100,0.0671,0.1003,420,20.4939
100,200,0.0671,0.1003,410,20.2485
200,300,0.0671,0.1003,430,20.7364
300,400,0.0671,0.1003,447,21.1424
400,500,0.0671,0.1003,416,20.3961
500,600,0.0671,0.1003,412,20.2978
600,700,0.0671,0.1003,422,20.5426
700,800,0.0671,0.1003,446,21.1187
800,900,0.0671,0.1003,401,20.025
900,1000,0.0671,0.1003,404,20.0998
1000,1100,0.0671,0.1003,401,20.025
1100,1200,0.0671,0.1003,385,19.6214
1200,1300,0.0671,0.1003,420,20.4939
1300,1400,0.0671,0.1003,436,20.8806
1400,1500,0.0671,0.1003,448,21.166
1500,1600,0.0671,0.1003,419,20.4695
1600,1700,0.0671,0.1003,372,19.2873
1700,1800,0.0671,0.1003,414,20.347
0,100,0.1003,0.15,225,15.0
100,200,0.1003,0.15,214,14.6287
200,300,0.1003,0.15,188,13.7113
300,400,0.1003,0.15,221,14.8661
400,500,0.1003,0.15,215,14.6629
500,600,0.1003,0.15,198,14.0712
600,700,0.1003,0.15,223,14.9332
700,800,0.1003,0.15,209,14.4568
800,900,0.1003,0.15,225,15.0
900,1000,0.1003,0.15,198,14.0712
1000,1100,0.1003,0.15,216,14.6969
1100,1200,0.1003,0.15,239,15.4596
1200,1300,0.1003,0.15,190,13.784
1300,1400,0.1003,0.15,221,14.8661
1400,1500,0.1003,0.15,230,15.1658
1500,1600,0.1003,0.15,208,14.4222
1600,1700,0.1003,0.15,219,14.7986
1700,1800,0.1003,0.15,209,14.4568
