TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1181,34.3657
100,200,0.03,0.0449,1171,34.2199
200,300,0.03,0.0449,1154,33.9706
300,400,0.03,0.0449,1084,32.9242
400,500,0.03,0.0449,1143,33.8083
500,600,0.03,0.0449,1158,34.0294
600,700,0.03,0.0449,1131,33.6303
700,800,0.03,0.0449,1152,33.9411
800,900,0.03,0.0449,1111,33.3317
900,1000,0.03,0.0449,1095,33.0908
1000,1100,0.03,0.0449,1095,33.0908
1100,1200,0.03,0.0449,1145,33.8378
1200,1300,0.03,0.0449,1149,33.8969
1300,1400,0.03,0.0449,1162,34.0881
1400,1500,0.03,0.0449,1159,34.0441
1500,1600,0.03,0.0449,1169,34.1906
1600,1700,0.03,0.0449,1107,33.2716
1700,1800,0.03,0.0449,1176,34.2929
0,100,0.0449,0.0671,885,29.7489
100,200,0.0449,0.0671,836,28.9137
200,300,0.0449,0.0671,808,28.4253
300,400,0.0449,0.0671,801,28.3019
400,500,0.0449,0.0671,843,29.0345
500,600,0.0449,0.0671,843,29.0345
600,700,0.0449,0.0671,792,28.1425
700,800,0.0449,0.0671,795,28.1957
800,900,0.0449,0.0671,791,28.1247
900,1000,0.0449,0.0671,861,29.3428
1000,1100,0.0449,0.0671,843,29.0345
1100,1200,0.0449,0.0671,891,29.8496
1200,1300,0.0449,0.0671,818,28.6007
1300,1400,0.0449,0.0671,783,27.9821
1400,1500,0.0449,0.0671,878,29.6311
1500,1600,0.0449,0.0671,849,29.1376
1600,1700,0.0449,0.0671,838,28.9482
1700,1800,0.0449,0.0671,849,29.1376
0,100,0.0671,0.1003,461,21.4709
100,200,0.0671,0.1003,410,20.2485
200,300,0.0671,0.1003,412,20.2978
300,400,0.0671,0.1003,356,18.868
400,500,0.0671,0.1003,396,19.8997
500,600,0.0671,0.1003,396,19.8997
600,700,0.0671,0.1003,455,21.3307
700,800,0.0671,0.1003,384,19.5959
800,900,0.0671,0.1003,404,20.0998
900,1000,0.0671,0.1003,409,20.2237
1000,1100,0.0671,0.1003,399,19.975
1100,1200,0.0671,0.1003,411,20.2731
1200,1300,0.0671,0.1003,403,20.0749
1300,1400,0.0671,0.1003,434,20.8327
1400,1500,0.0671,0.1003,410,20.2485
1500,1600,0.0671,0.1003,426,20.6398
1600,1700,0.0671,0.1003,456,21.3542
1700,1800,0.0671,0.1003,458,21.4009
0,100,0.1003,0.15,203,14.2478
100,200,0.1003,0.15,211,14.5258
200,300,0.1003,0.15,198,14.0712
300,400,0.1003,0.15,221,14.8661
400,500,0.1003,0.15,232,15.2315
500,600,0.1003,0.15,218,14.7648
600,700,0.1003,0.15,191,13.8203
700,800,0.1003,0.15,201,14.1774
800,900,0.1003,0.15,212,14.5602
900,1000,0.1003,0.15,176,13.2665
1000,1100,0.1003,0.15,212,14.5602
1100,1200,0.1003,0.15,206,14.3527
1200,1300,0.1003,0.15,196,14.0
1300,1400,0.1003,0.15,207,14.3875
1400,1500,0.1003,0.15,208,14.4222
1500,1600,0.1003,0.15,216,14.6969
1600,1700,0.1003,0.15,206,14.3527
1700,1800,0.1003,0.15,210,14.4914
