TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1094,33.0757
100,200,0.03,0.0449,1056,32.4962
200,300,0.03,0.0449,1153,33.9559
300,400,0.03,0.0449,1126,33.5559
400,500,0.03,0.0449,1166,34.1467
500,600,0.03,0.0449,1147,33.8674
600,700,0.03,0.0449,1123,33.5112
700,800,0.03,0.0449,1119,33.4515
800,900,0.03,0.0449,1073,32.7567
900,1000,0.03,0.0449,1134,33.6749
1000,1100,0.03,0.0449,1089,33.0
1100,1200,0.03,0.0449,1111,33.3317
1200,1300,0.03,0.0449,1191,34.5109
1300,1400,0.03,0.0449,1092,33.0454
1400,1500,0.03,0.0449,1126,33.5559
1500,1600,0.03,0.0449,1136,33.7046
1600,1700,0.03,0.0449,1148,33.8821
1700,1800,0.03,0.0449,1122,33.4963
0,100,0.0449,0.0671,841,29.0
100,200,0.0449,0.0671,848,29.1204
200,300,0.0449,0.0671,844,29.0517
300,400,0.0449,0.0671,857,29.2746
400,500,0.0449,0.0671,853,29.2062
500,600,0.0449,0.0671,829,28.7924
600,700,0.0449,0.0671,814,28.5307
700,800,0.0449,0.0671,879,29.6479
800,900,0.0449,0.0671,834,28.8791
900,1000,0.0449,0.0671,827,28.7576
1000,1100,0.0449,0.0671,828,28.775
1100,1200,0.0449,0.0671,812,28.4956
1200,1300,0.0449,0.0671,864,29.3939
1300,1400,0.0449,0.0671,805,28.3725
1400,1500,0.0449,0.0671,807,28.4077
1500,1600,0.0449,0.0671,809,28.4429
1600,1700,0.0449,0.0671,823,28.688
1700,1800,0.0449,0.0671,828,28.775
0,100,0.0671,0.1003,447,21.1424
100,200,0.0671,0.1003,418,20.445
200,300,0.0671,0.1003,429,20.7123
300,400,0.0671,0.1003,412,20.2978
400,500,0.0671,0.1003,426,20.6398
500,600,0.0671,0.1003,398,19.9499
600,700,0.0671,0.1003,445,21.095
700,800,0.0671,0.1003,405,20.1246
800,900,0.0671,0.1003,433,20.8087
900,1000,0.0671,0.1003,433,20.8087
1000,1100,0.0671,0.1003,409,20.2237
1100,1200,0.0671,0.1003,368,19.1833
1200,1300,0.0671,0.1003,447,21.1424
1300,1400,0.0671,0.1003,435,20.8567
1400,1500,0.0671,0.1003,428,20.6882
1500,1600,0.0671,0.1003,429,20.7123
1600,1700,0.0671,0.1003,399,19.975
1700,1800,0.0671,0.1003,436,20.8806
0,100,0.1003,0.15,217,14.7309
100,200,0.1003,0.15,198,14.0712
200,300,0.1003,0.15,225,15.0
300,400,0.1003,0.15,207,14.3875
400,500,0.1003,0.15,190,13.784
500,600,0.1003,0.15,186,13.6382
600,700,0.1003,0.15,218,14.7648
700,800,0.1003,0.15,207,14.3875
800,900,0.1003,0.15,205,14.3178
900,1000,0.1003,0.15,231,15.1987
1000,1100,0.1003,0.15,228,15.0997
1100,1200,0.1003,0.15,201,14.1774
1200,1300,0.1003,0.15,219,14.7986
1300,1400,0.1003,0.15,222,14.8997
1400,1500,0.1003,0.15,210,14.4914
1500,1600,0.1003,0.15,190,13.784
1600,1700,0.1003,0.15,192,13.8564
1700,1800,0.1003,0.15,197,14.0357
