TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1151,33.9264
100,200,0.03,0.0449,1144,33.8231
200,300,0.03,0.0449,1141,33.7787
300,400,0.03,0.0449,1183,34.3948
400,500,0.03,0.0449,1130,33.6155
500,600,0.03,0.0449,1200,34.641
600,700,0.03,0.0449,1063,32.6037
700,800,0.03,0.0449,1120,33.4664
800,900,0.03,0.0449,1164,34.1174
900,1000,0.03,0.0449,1156,34.0
1000,1100,0.03,0.0449,1123,33.5112
1100,1200,0.03,0.0449,1138,33.7343
1200,1300,0.03,0.0449,1165,34.1321
1300,1400,0.03,0.0449,1154,33.9706
1400,1500,0.03,0.0449,1140,33.7639
1500,1600,0.03,0.0449,1099,33.1512
1600,1700,0.03,0.0449,1175,34.2783
1700,1800,0.03,0.0449,1069,32.6956
0,100,0.0449,0.0671,869,29.4788
100,200,0.0449,0.0671,838,28.9482
200,300,0.0449,0.0671,860,29.3258
300,400,0.0449,0.0671,875,29.5804
400,500,0.0449,0.0671,804,28.3549
500,600,0.0449,0.0671,908,30.133
600,700,0.0449,0.0671,850,29.1548
700,800,0.0449,0.0671,892,29.8664
800,900,0.0449,0.0671,843,29.0345
900,1000,0.0449,0.0671,824,28.7054
1000,1100,0.0449,0.0671,765,27.6586
1100,1200,0.0449,0.0671,795,28.1957
1200,1300,0.0449,0.0671,838,28.9482
1300,1400,0.0449,0.0671,820,28.6356
1400,1500,0.0449,0.0671,802,28.3196
1500,1600,0.0449,0.0671,805,28.3725
1600,1700,0.0449,0.0671,836,28.9137
1700,1800,0.0449,0.0671,878,29.6311
0,100,0.0671,0.1003,434,20.8327
100,200,0.0671,0.1003,401,20.025
200,300,0.0671,0.1003,411,20.2731
300,400,0.0671,0.1003,444,21.0713
400,500,0.0671,0.1003,410,20.2485
500,600,0.0671,0.1003,442,21.0238
600,700,0.0671,0.1003,414,20.347
700,800,0.0671,0.1003,425,20.6155
800,900,0.0671,0.1003,443,21.0476
900,1000,0.0671,0.1003,428,20.6882
1000,1100,0.0671,0.1003,409,20.2237
1100,1200,0.0671,0.1003,442,21.0238
1200,1300,0.0671,0.1003,428,20.6882
1300,1400,0.0671,0.1003,424,20.5913
1400,1500,0.0671,0.1003,412,20.2978
1500,1600,0.0671,0.1003,399,19.975
1600,1700,0.0671,0.1003,448,21.166
1700,1800,0.0671,0.1003,455,21.3307
0,100,0.1003,0.15,194,13.9284
100,200,0.1003,0.15,217,14.7309
200,300,0.1003,0.15,209,14.4568
300,400,0.1003,0.15,237,15.3948
400,500,0.1003,0.15,190,13.784
500,600,0.1003,0.15,198,14.0712
600,700,0.1003,0.15,196,14.0
700,800,0.1003,0.15,201,14.1774
800,900,0.1003,0.15,188,13.7113
900,1000,0.1003,0.15,228,15.0997
1000,1100,0.1003,0.15,216,14.6969
1100,1200,0.1003,0.15,210,14.4914
1200,1300,0.1003,0.15,219,14.7986
1300,1400,0.1003,0.15,209,14.4568
1400,1500,0.1003,0.15,201,14.1774
1500,1600,0.1003,0.15,188,13.7113
1600,1700,0.1003,0.15,231,15.1987
1700,1800,0.1003,0.15,250,15.8114
