TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1133,33.6601
100,200,0.03,0.0449,1164,34.1174
200,300,0.03,0.0449,1128,33.5857
300,400,0.03,0.0449,1204,34.6987
400,500,0.03,0.0449,1158,34.0294
500,600,0.03,0.0449,1059,32.5423
600,700,0.03,0.0449,1173,34.2491
700,800,0.03,0.0449,1209,34.7707
800,900,0.03,0.0449,1168,34.176
900,1000,0.03,0.0449,1153,33.9559
1000,1100,0.03,0.0449,1127,33.5708
1100,1200,0.03,0.0449,1183,34.3948
1200,1300,0.03,0.0449,1120,33.4664
1300,1400,0.03,0.0449,1171,34.2199
1400,1500,0.03,0.0449,1124,33.5261
1500,1600,0.03,0.0449,1136,33.7046
1600,1700,0.03,0.0449,1166,34.1467
1700,1800,0.03,0.0449,1175,34.2783
0,100,0.0449,0.0671,848,29.1204
100,200,0.0449,0.0671,753,27.4408
200,300,0.0449,0.0671,859,29.3087
300,400,0.0449,0.0671,828,28.775
400,500,0.0449,0.0671,795,28.1957
500,600,0.0449,0.0671,834,28.8791
600,700,0.0449,0.0671,775,27.8388
700,800,0.0449,0.0671,834,28.8791
800,900,0.0449,0.0671,855,29.2404
900,1000,0.0449,0.0671,813,28.5132
1000,1100,0.0449,0.0671,861,29.3428
1100,1200,0.0449,0.0671,827,28.7576
1200,1300,0.0449,0.0671,819,28.6182
1300,1400,0.0449,0.0671,820,28.6356
1400,1500,0.0449,0.0671,807,28.4077
1500,1600,0.0449,0.0671,803,28.3373
1600,1700,0.0449,0.0671,791,28.1247
1700,1800,0.0449,0.0671,773,27.8029
0,100,0.0671,0.1003,453,21.2838
100,200,0.0671,0.1003,399,19.975
200,300,0.0671,0.1003,429,20.7123
300,400,0.0671,0.1003,386,19.6469
400,500,0.0671,0.1003,428,20.6882
500,600,0.0671,0.1003,418,20.445
600,700,0.0671,0.1003,415,20.3715
700,800,0.0671,0.1003,395,19.8746
800,900,0.0671,0.1003,427,20.664
900,1000,0.0671,0.1003,454,21.3073
1000,1100,0.0671,0.1003,425,20.6155
1100,1200,0.0671,0.1003,409,20.2237
1200,1300,0.0671,0.1003,432,20.7846
1300,1400,0.0671,0.1003,466,21.587
1400,1500,0.0671,0.1003,427,20.664
1500,1600,0.0671,0.1003,419,20.4695
1600,1700,0.0671,0.1003,401,20.025
1700,1800,0.0671,0.1003,400,20.0
0,100,0.1003,0.15,192,13.8564
100,200,0.1003,0.15,223,14.9332
200,300,0.1003,0.15,213,14.5945
300,400,0.1003,0.15,244,15.6205
400,500,0.1003,0.15,202,14.2127
500,600,0.1003,0.15,210,14.4914
600,700,0.1003,0.15,210,14.4914
700,800,0.1003,0.15,207,14.3875
800,900,0.1003,0.15,203,14.2478
900,1000,0.1003,0.15,201,14.1774
1000,1100,0.1003,0.15,205,14.3178
1100,1200,0.1003,0.15,191,13.8203
1200,1300,0.1003,0.15,194,13.9284
1300,1400,0.1003,0.15,189,13.7477
1400,1500,0.1003,0.15,212,14.5602
1500,1600,0.1003,0.15,203,14.2478
1600,1700,0.1003,0.15,182,13.4907
1700,1800,0.1003,0.15,222,14.8997
