TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1119,33.4515
100,200,0.03,0.0449,1136,33.7046
200,300,0.03,0.0449,1134,33.6749
300,400,0.03,0.0449,1166,34.1467
400,500,0.03,0.0449,1169,34.1906
500,600,0.03,0.0449,1079,32.8481
600,700,0.03,0.0449,1100,33.1662
700,800,0.03,0.0449,1141,33.7787
800,900,0.03,0.0449,1089,33.0
900,1000,0.03,0.0449,1161,34.0735
1000,1100,0.03,0.0449,1109,33.3017
1100,1200,0.03,0.0449,1128,33.5857
1200,1300,0.03,0.0449,1155,33.9853
1300,1400,0.03,0.0449,1166,34.1467
1400,1500,0.03,0.0449,1101,33.1813
1500,1600,0.03,0.0449,1148,33.8821
1600,1700,0.03,0.0449,1161,34.0735
1700,1800,0.03,0.0449,1134,33.6749
0,100,0.0449,0.0671,860,29.3258
100,200,0.0449,0.0671,838,28.9482
200,300,0.0449,0.0671,801,28.3019
300,400,0.0449,0.0671,814,28.5307
400,500,0.0449,0.0671,842,29.0172
500,600,0.0449,0.0671,808,28.4253
600,700,0.0449,0.0671,807,28.4077
700,800,0.0449,0.0671,890,29.8329
800,900,0.0449,0.0671,834,28.8791
900,1000,0.0449,0.0671,850,29.1548
1000,1100,0.0449,0.0671,787,28.0535
1100,1200,0.0449,0.0671,840,28.9828
1200,1300,0.0449,0.0671,838,28.9482
1300,1400,0.0449,0.0671,811,28.4781
1400,1500,0.0449,0.0671,817,28.5832
1500,1600,0.0449,0.0671,855,29.2404
1600,1700,0.0449,0.0671,861,29.3428
1700,1800,0.0449,0.0671,788,28.0713
0,100,0.0671,0.1003,432,20.7846
100,200,0.0671,0.1003,453,21.2838
200,300,0.0671,0.1003,420,20.4939
300,400,0.0671,0.1003,414,20.347
400,500,0.0671,0.1003,398,19.9499
500,600,0.0671,0.1003,441,21.0
600,700,0.0671,0.1003,409,20.2237
700,800,0.0671,0.1003,403,20.0749
800,900,0.0671,0.1003,422,20.5426
900,1000,0.0671,0.1003,409,20.2237
1000,1100,0.0671,0.1003,402,20.0499
1100,1200,0.0671,0.1003,442,21.0238
1200,1300,0.0671,0.1003,428,20.6882
1300,1400,0.0671,0.1003,428,20.6882
1400,1500,0.0671,0.1003,446,21.1187
1500,1600,0.0671,0.1003,394,19.8494
1600,1700,0.0671,0.1003,406,20.1494
1700,1800,0.0671,0.1003,413,20.3224
0,100,0.1003,0.15,215,14.6629
100,200,0.1003,0.15,220,14.8324
200,300,0.1003,0.15,202,14.2127
300,400,0.1003,0.15,207,14.3875
400,500,0.1003,0.15,198,14.0712
500,600,0.1003,0.15,216,14.6969
600,700,0.1003,0.15,199,14.1067
700,800,0.1003,0.15,211,14.5258
800,900,0.1003,0.15,211,14.5258
900,1000,0.1003,0.15,202,14.2127
1000,1100,0.1003,0.15,199,14.1067
1100,1200,0.1003,0.15,203,14.2478
1200,1300,0.1003,0.15,232,15.2315
1300,1400,0.1003,0.15,225,15.0
1400,1500,0.1003,0.15,199,14.1067
1500,1600,0.1003,0.15,207,14.3875
1600,1700,0.1003,0.15,234,15.2971
1700,1800,0.1003,0.15,229,15.1327
