TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1116,33.4066
100,200,0.03,0.0449,1126,33.5559
200,300,0.03,0.0449,1162,34.0881
300,400,0.03,0.0449,1148,33.8821
400,500,0.03,0.0449,1180,34.3511
500,600,0.03,0.0449,1126,33.5559
600,700,0.03,0.0449,1147,33.8674
700,800,0.03,0.0449,1261,35.5106
800,900,0.03,0.0449,1148,33.8821
900,1000,0.03,0.0449,1122,33.4963
1000,1100,0.03,0.0449,1073,32.7567
1100,1200,0.03,0.0449,1157,34.0147
1200,1300,0.03,0.0449,1095,33.0908
1300,1400,0.03,0.0449,1178,34.322
1400,1500,0.03,0.0449,1136,33.7046
1500,1600,0.03,0.0449,1130,33.6155
1600,1700,0.03,0.0449,1067,32.665
1700,1800,0.03,0.0449,1119,33.4515
0,100,0.0449,0.0671,893,29.8831
100,200,0.0449,0.0671,770,27.7489
200,300,0.0449,0.0671,860,29.3258
300,400,0.0449,0.0671,852,29.189
400,500,0.0449,0.0671,799,28.2666
500,600,0.0449,0.0671,837,28.931
600,700,0.0449,0.0671,841,29.0
700,800,0.0449,0.0671,792,28.1425
800,900,0.0449,0.0671,839,28.9655
900,1000,0.0449,0.0671,813,28.5132
1000,1100,0.0449,0.0671,853,29.2062
1100,1200,0.0449,0.0671,827,28.7576
1200,1300,0.0449,0.0671,864,29.3939
1300,1400,0.0449,0.0671,854,29.2233
1400,1500,0.0449,0.0671,832,28.8444
1500,1600,0.0449,0.0671,878,29.6311
1600,1700,0.0449,0.0671,826,28.7402
1700,1800,0.0449,0.0671,822,28.6705
0,100,0.0671,0.1003,426,20.6398
100,200,0.0671,0.1003,456,21.3542
200,300,0.0671,0.1003,424,20.5913
300,400,0.0671,0.1003,423,20.567
400,500,0.0671,0.1003,415,20.3715
500,600,0.0671,0.1003,418,20.445
600,700,0.0671,0.1003,438,20.9284
700,800,0.0671,0.1003,384,19.5959
800,900,0.0671,0.1003,441,21.0
900,1000,0.0671,0.1003,434,20.8327
1000,1100,0.0671,0.1003,425,20.6155
1100,1200,0.0671,0.1003,406,20.1494
1200,1300,0.0671,0.1003,400,20.0
1300,1400,0.0671,0.1003,401,20.025
1400,1500,0.0671,0.1003,425,20.6155
1500,1600,0.0671,0.1003,431,20.7605
1600,1700,0.0671,0.1003,429,20.7123
1700,1800,0.0671,0.1003,402,20.0499
0,100,0.1003,0.15,197,14.0357
100,200,0.1003,0.15,191,13.8203
200,300,0.1003,0.15,187,13.6748
300,400,0.1003,0.15,189,13.7477
400,500,0.1003,0.15,193,13.8924
500,600,0.1003,0.15,233,15.2643
600,700,0.1003,0.15,210,14.4914
700,800,0.1003,0.15,206,14.3527
800,900,0.1003,0.15,198,14.0712
900,1000,0.1003,0.15,237,15.3948
1000,1100,0.1003,0.15,207,14.3875
1100,1200,0.1003,0.15,224,14.9666
1200,1300,0.1003,0.15,212,14.5602
1300,1400,0.1003,0.15,213,14.5945
1400,1500,0.1003,0.15,195,13.9642
1500,1600,0.1003,0.15,204,14.2829
1600,1700,0.1003,0.15,203,14.2478
1700,1800,0.1003,0.15,213,14.5945
