TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1156,34.0
100,200,0.03,0.0449,1131,33.6303
200,300,0.03,0.0449,1150,33.9116
300,400,0.03,0.0449,1092,33.0454
400,500,0.03,0.0449,1154,33.9706
500,600,0.03,0.0449,1143,33.8083
600,700,0.03,0.0449,1168,34.176
700,800,0.03,0.0449,1168,34.176
800,900,0.03,0.0449,1167,34.1614
900,1000,0.03,0.0449,1119,33.4515
1000,1100,0.03,0.0449,1150,33.9116
1100,1200,0.03,0.0449,1142,33.7935
1200,1300,0.03,0.0449,1123,33.5112
1300,1400,0.03,0.0449,1160,34.0588
1400,1500,0.03,0.0449,1124,33.5261
1500,1600,0.03,0.0449,1072,32.7414
1600,1700,0.03,0.0449,1139,33.7491
1700,1800,0.03,0.0449,1192,34.5254
0,100,0.0449,0.0671,845,29.0689
100,200,0.0449,0.0671,817,28.5832
200,300,0.0449,0.0671,834,28.8791
300,400,0.0449,0.0671,800,28.2843
400,500,0.0449,0.0671,810,28.4605
500,600,0.0449,0.0671,887,29.7825
600,700,0.0449,0.0671,804,28.3549
700,800,0.0449,0.0671,834,28.8791
800,900,0.0449,0.0671,857,29.2746
900,1000,0.0449,0.0671,875,29.5804
1000,1100,0.0449,0.0671,773,27.8029
1100,1200,0.0449,0.0671,811,28.4781
1200,1300,0.0449,0.0671,825,28.7228
1300,1400,0.0449,0.0671,824,28.7054
1400,1500,0.0449,0.0671,880,29.6648
1500,1600,0.0449,0.0671,889,29.8161
1600,1700,0.0449,0.0671,837,28.931
1700,1800,0.0449,0.0671,794,28.178
0,100,0.0671,0.1003,430,20.7364
100,200,0.0671,0.1003,405,20.1246
200,300,0.0671,0.1003,413,20.3224
300,400,0.0671,0.1003,394,19.8494
400,500,0.0671,0.1003,430,20.7364
500,600,0.0671,0.1003,414,20.347
600,700,0.0671,0.1003,402,20.0499
700,800,0.0671,0.1003,419,20.4695
800,900,0.0671,0.1003,437,20.9045
900,1000,0.0671,0.1003,412,20.2978
1000,1100,0.0671,0.1003,402,20.0499
1100,1200,0.0671,0.1003,408,20.199
1200,1300,0.0671,0.1003,409,20.2237
1300,1400,0.0671,0.1003,428,20.6882
1400,1500,0.0671,0.1003,434,20.8327
1500,1600,0.0671,0.1003,414,20.347
1600,1700,0.0671,0.1003,405,20.1246
1700,1800,0.0671,0.1003,402,20.0499
0,100,0.1003,0.15,213,14.5945
100,200,0.1003,0.15,190,13.784
200,300,0.1003,0.15,214,14.6287
300,400,0.1003,0.15,223,14.9332
400,500,0.1003,0.15,196,14.0
500,600,0.1003,0.15,203,14.2478
600,700,0.1003,0.15,194,13.9284
700,800,0.1003,0.15,203,14.2478
800,900,0.1003,0.15,195,13.9642
900,1000,0.1003,0.15,219,14.7986
1000,1100,0.1003,0.15,188,13.7113
1100,1200,0.1003,0.15,239,15.4596
1200,1300,0.1003,0.15,195,13.9642
1300,1400,0.1003,0.15,213,14.5945
1400,1500,0.1003,0.15,207,14.3875
1500,1600,0.1003,0.15,206,14.3527
1600,1700,0.1003,0.15,221,14.8661
1700,1800,0.1003,0.15,198,14.0712
