TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1158,34.0294
100,200,0.03,0.0449,1120,33.4664
200,300,0.03,0.0449,1151,33.9264
300,400,0.03,0.0449,1141,33.7787
400,500,0.03,0.0449,1160,34.0588
500,600,0.03,0.0449,1168,34.176
600,700,0.03,0.0449,1165,34.1321
700,800,0.03,0.0449,1069,32.6956
800,900,0.03,0.0449,1096,33.1059
900,1000,0.03,0.0449,1135,33.6898
1000,1100,0.03,0.0449,1129,33.6006
1100,1200,0.03,0.0449,1115,33.3916
1200,1300,0.03,0.0449,1172,34.2345
1300,1400,0.03,0.0449,1134,33.6749
1400,1500,0.03,0.0449,1151,33.9264
1500,1600,0.03,0.0449,1197,34.5977
1600,1700,0.03,0.0449,1189,34.4819
1700,1800,0.03,0.0449,1126,33.5559
0,100,0.0449,0.0671,813,28.5132
100,200,0.0449,0.0671,815,28.5482
200,300,0.0449,0.0671,811,28.4781
300,400,0.0449,0.0671,853,29.2062
400,500,0.0449,0.0671,853,29.2062
500,600,0.0449,0.0671,832,28.8444
600,700,0.0449,0.0671,858,29.2916
700,800,0.0449,0.0671,780,27.9285
800,900,0.0449,0.0671,851,29.1719
900,1000,0.0449,0.0671,794,28.178
1000,1100,0.0449,0.0671,858,29.2916
1100,1200,0.0449,0.0671,834,28.8791
1200,1300,0.0449,0.0671,854,29.2233
1300,1400,0.0449,0.0671,845,29.0689
1400,1500,0.0449,0.0671,808,28.4253
1500,1600,0.0449,0.0671,842,29.0172
1600,1700,0.0449,0.0671,839,28.9655
1700,1800,0.0449,0.0671,768,27.7128
0,100,0.0671,0.1003,441,21.0
100,200,0.0671,0.1003,407,20.1742
200,300,0.0671,0.1003,443,21.0476
300,400,0.0671,0.1003,417,20.4206
400,500,0.0671,0.1003,383,19.5704
500,600,0.0671,0.1003,412,20.2978
600,700,0.0671,0.1003,393,19.8242
700,800,0.0671,0.1003,430,20.7364
800,900,0.0671,0.1003,409,20.2237
900,1000,0.0671,0.1003,441,21.0
1000,1100,0.0671,0.1003,401,20.025
1100,1200,0.0671,0.1003,415,20.3715
1200,1300,0.0671,0.1003,411,20.2731
1300,1400,0.0671,0.1003,437,20.9045
1400,1500,0.0671,0.1003,398,19.9499
1500,1600,0.0671,0.1003,434,20.8327
1600,1700,0.0671,0.1003,454,21.3073
1700,1800,0.0671,0.1003,447,21.1424
0,100,0.1003,0.15,216,14.6969
100,200,0.1003,0.15,234,15.2971
200,300,0.1003,0.15,214,14.6287
300,400,0.1003,0.15,238,15.4272
400,500,0.1003,0.15,191,13.8203
500,600,0.1003,0.15,199,14.1067
600,700,0.1003,0.15,203,14.2478
700,800,0.1003,0.15,253,15.906
800,900,0.1003,0.15,219,14.7986
900,1000,0.1003,0.15,189,13.7477
1000,1100,0.1003,0.15,201,14.1774
1100,1200,0.1003,0.15,221,14.8661
1200,1300,0.1003,0.15,223,14.9332
1300,1400,0.1003,0.15,206,14.3527
1400,1500,0.1003,0.15,222,14.8997
1500,1600,0.1003,0.15,233,15.2643
1600,1700,0.1003,0.15,189,13.7477
1700,1800,0.1003,0.15,216,14.6969
