TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1110,33.3167
100,200,0.03,0.0449,1177,34.3074
200,300,0.03,0.0449,1174,34.2637
300,400,0.03,0.0449,1118,33.4365
400,500,0.03,0.0449,1119,33.4515
500,600,0.03,0.0449,1165,34.1321
600,700,0.03,0.0449,1103,33.2114
700,800,0.03,0.0449,1158,34.0294
800,900,0.03,0.0449,1062,32.5883
900,1000,0.03,0.0449,1172,34.2345
1000,1100,0.03,0.0449,1113,33.3617
1100,1200,0.03,0.0449,1103,33.2114
1200,1300,0.03,0.0449,1153,33.9559
1300,1400,0.03,0.0449,1140,33.7639
1400,1500,0.03,0.0449,1125,33.541
1500,1600,0.03,0.0449,1169,34.1906
1600,1700,0.03,0.0449,1185,34.4238
1700,1800,0.03,0.0449,1189,34.4819
0,100,0.0449,0.0671,873,29.5466
100,200,0.0449,0.0671,803,28.3373
200,300,0.0449,0.0671,823,28.688
300,400,0.0449,0.0671,834,28.8791
400,500,0.0449,0.0671,814,28.5307
500,600,0.0449,0.0671,811,28.4781
600,700,0.0449,0.0671,832,28.8444
700,800,0.0449,0.0671,840,28.9828
800,900,0.0449,0.0671,835,28.8964
900,1000,0.0449,0.0671,831,28.8271
1000,1100,0.0449,0.0671,848,29.1204
1100,1200,0.0449,0.0671,801,28.3019
1200,1300,0.0449,0.0671,806,28.3901
1300,1400,0.0449,0.0671,787,28.0535
1400,1500,0.0449,0.0671,902,30.0333
1500,1600,0.0449,0.0671,856,29.2575
1600,1700,0.0449,0.0671,819,28.6182
1700,1800,0.0449,0.0671,764,27.6405
0,100,0.0671,0.1003,410,20.2485
100,200,0.0671,0.1003,428,20.6882
200,300,0.0671,0.1003,409,20.2237
300,400,0.0671,0.1003,457,21.3776
400,500,0.0671,0.1003,417,20.4206
500,600,0.0671,0.1003,419,20.4695
600,700,0.0671,0.1003,445,21.095
700,800,0.0671,0.1003,386,19.6469
800,900,0.0671,0.1003,401,20.025
900,1000,0.0671,0.1003,410,20.2485
1000,1100,0.0671,0.1003,433,20.8087
1100,1200,0.0671,0.1003,379,19.4679
1200,1300,0.0671,0.1003,427,20.664
1300,1400,0.0671,0.1003,442,21.0238
1400,1500,0.0671,0.1003,430,20.7364
1500,1600,0.0671,0.1003,449,21.1896
1600,1700,0.0671,0.1003,389,19.7231
1700,1800,0.0671,0.1003,437,20.9045
0,100,0.1003,0.15,213,14.5945
100,200,0.1003,0.15,190,13.784
200,300,0.1003,0.15,202,14.2127
300,400,0.1003,0.15,244,15.6205
400,500,0.1003,0.15,198,14.0712
500,600,0.1003,0.15,212,14.5602
600,700,0.1003,0.15,215,14.6629
700,800,0.1003,0.15,204,14.2829
800,900,0.1003,0.15,236,15.3623
900,1000,0.1003,0.15,212,14.5602
1000,1100,0.1003,0.15,216,14.6969
1100,1200,0.1003,0.15,213,14.5945
1200,1300,0.1003,0.15,224,14.9666
1300,1400,0.1003,0.15,191,13.8203
1400,1500,0.1003,0.15,214,14.6287
1500,1600,0.1003,0.15,216,14.6969
1600,1700,0.1003,0.15,208,14.4222
1700,1800,0.1003,0.15,191,13.8203
