TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1113,33.3617
100,200,0.03,0.0449,1174,34.2637
200,300,0.03,0.0449,1114,33.3766
300,400,0.03,0.0449,1186,34.4384
400,500,0.03,0.0449,1198,34.6121
500,600,0.03,0.0449,1212,34.8138
600,700,0.03,0.0449,1184,34.4093
700,800,0.03,0.0449,1191,34.5109
800,900,0.03,0.0449,1140,33.7639
900,1000,0.03,0.0449,1183,34.3948
1000,1100,0.03,0.0449,1124,33.5261
1100,1200,0.03,0.0449,1151,33.9264
1200,1300,0.03,0.0449,1165,34.1321
1300,1400,0.03,0.0449,1148,33.8821
1400,1500,0.03,0.0449,1108,33.2866
1500,1600,0.03,0.0449,1108,33.2866
1600,1700,0.03,0.0449,1137,33.7194
1700,1800,0.03,0.0449,1110,33.3167
0,100,0.0449,0.0671,796,28.2135
100,200,0.0449,0.0671,903,30.05
200,300,0.0449,0.0671,826,28.7402
300,400,0.0449,0.0671,827,28.7576
400,500,0.0449,0.0671,825,28.7228
500,600,0.0449,0.0671,824,28.7054
600,700,0.0449,0.0671,805,28.3725
700,800,0.0449,0.0671,847,29.1033
800,900,0.0449,0.0671,799,28.2666
900,1000,0.0449,0.0671,824,28.7054
1000,1100,0.0449,0.0671,866,29.4279
1100,1200,0.0449,0.0671,830,28.8097
1200,1300,0.0449,0.0671,791,28.1247
1300,1400,0.0449,0.0671,793,28.1603
1400,1500,0.0449,0.0671,826,28.7402
1500,1600,0.0449,0.0671,838,28.9482
1600,1700,0.0449,0.0671,858,29.2916
1700,1800,0.0449,0.0671,785,28.0179
0,100,0.0671,0.1003,419,20.4695
100,200,0.0671,0.1003,440,20.9762
200,300,0.0671,0.1003,404,20.0998
300,400,0.0671,0.1003,440,20.9762
400,500,0.0671,0.1003,431,20.7605
500,600,0.0671,0.1003,399,19.975
600,700,0.0671,0.1003,418,20.445
700,800,0.0671,0.1003,418,20.445
800,900,0.0671,0.1003,449,21.1896
900,1000,0.0671,0.1003,428,20.6882
1000,1100,0.0671,0.1003,441,21.0
1100,1200,0.0671,0.1003,388,19.6977
1200,1300,0.0671,0.1003,425,20.6155
1300,1400,0.0671,0.1003,433,20.8087
1400,1500,0.0671,0.1003,391,19.7737
1500,1600,0.0671,0.1003,421,20.5183
1600,1700,0.0671,0.1003,453,21.2838
1700,1800,0.0671,0.1003,425,20.6155
0,100,0.1003,0.15,212,14.5602
100,200,0.1003,0.15,221,14.8661
200,300,0.1003,0.15,171,13.0767
300,400,0.1003,0.15,228,15.0997
400,500,0.1003,0.15,201,14.1774
500,600,0.1003,0.15,210,14.4914
600,700,0.1003,0.15,212,14.5602
700,800,0.1003,0.15,194,13.9284
800,900,0.1003,0.15,233,15.2643
900,1000,0.1003,0.15,203,14.2478
1000,1100,0.1003,0.15,215,14.6629
1100,1200,0.1003,0.15,219,14.7986
1200,1300,0.1003,0.15,200,14.1421
1300,1400,0.1003,0.15,219,14.7986
1400,1500,0.1003,0.15,193,13.8924
1500,1600,0.1003,0.15,201,14.1774
1600,1700,0.1003,0.15,194,13.9284
1700,1800,0.1003,0.15,240,15.4919
