TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1139,33.7491
100,200,0.03,0.0449,1111,33.3317
200,300,0.03,0.0449,1125,33.541
300,400,0.03,0.0449,1096,33.1059
400,500,0.03,0.0449,1124,33.5261
500,600,0.03,0.0449,1096,33.1059
600,700,0.03,0.0449,1067,32.665
700,800,0.03,0.0449,1130,33.6155
800,900,0.03,0.0449,1173,34.2491
900,1000,0.03,0.0449,1122,33.4963
1000,1100,0.03,0.0449,1121,33.4813
1100,1200,0.03,0.0449,1122,33.4963
1200,1300,0.03,0.0449,1136,33.7046
1300,1400,0.03,0.0449,1168,34.176
1400,1500,0.03,0.0449,1172,34.2345
1500,1600,0.03,0.0449,1135,33.6898
1600,1700,0.03,0.0449,1126,33.5559
1700,1800,0.03,0.0449,1179,34.3366
0,100,0.0449,0.0671,788,28.0713
100,200,0.0449,0.0671,794,28.178
200,300,0.0449,0.0671,893,29.8831
300,400,0.0449,0.0671,758,27.5318
400,500,0.0449,0.0671,814,28.5307
500,600,0.0449,0.0671,823,28.688
600,700,0.0449,0.0671,829,28.7924
700,800,0.0449,0.0671,868,29.4618
800,900,0.0449,0.0671,792,28.1425
900,1000,0.0449,0.0671,761,27.5862
1000,1100,0.0449,0.0671,802,28.3196
1100,1200,0.0449,0.0671,828,28.775
1200,1300,0.0449,0.0671,831,28.8271
1300,1400,0.0449,0.0671,850,29.1548
1400,1500,0.0449,0.0671,823,28.688
1500,1600,0.0449,0.0671,791,28.1247
1600,1700,0.0449,0.0671,832,28.8444
1700,1800,0.0449,0.0671,850,29.1548
0,100,0.0671,0.1003,446,21.1187
100,200,0.0671,0.1003,413,20.3224
200,300,0.0671,0.1003,381,19.5192
300,400,0.0671,0.1003,422,20.5426
400,500,0.0671,0.1003,440,20.9762
500,600,0.0671,0.1003,433,20.8087
600,700,0.0671,0.1003,442,21.0238
700,800,0.0671,0.1003,417,20.4206
800,900,0.0671,0.1003,449,21.1896
900,1000,0.0671,0.1003,424,20.5913
1000,1100,0.0671,0.1003,404,20.0998
1100,1200,0.0671,0.1003,429,20.7123
1200,1300,0.0671,0.1003,448,21.166
1300,1400,0.0671,0.1003,436,20.8806
1400,1500,0.0671,0.1003,448,21.166
1500,1600,0.0671,0.1003,449,21.1896
1600,1700,0.0671,0.1003,458,21.4009
1700,1800,0.0671,0.1003,411,20.2731
0,100,0.1003,0.15,179,13.3791
100,200,0.1003,0.15,188,13.7113
200,300,0.1003,0.15,218,14.7648
300,400,0.1003,0.15,203,14.2478
400,500,0.1003,0.15,205,14.3178
500,600,0.1003,0.15,226,15.0333
600,700,0.1003,0.15,218,14.7648
700,800,0.1003,0.15,210,14.4914
800,900,0.1003,0.15,206,14.3527
900,1000,0.1003,0.15,215,14.6629
1000,1100,0.1003,0.15,217,14.7309
1100,1200,0.1003,0.15,215,14.6629
1200,1300,0.1003,0.15,200,14.1421
1300,1400,0.1003,0.15,192,13.8564
1400,1500,0.1003,0.15,217,14.7309
1500,1600,0.1003,0.15,196,14.0
1600,1700,0.1003,0.15,202,14.2127
1700,1800,0.1003,0.15,189,13.7477
