TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1151,33.9264
100,200,0.03,0.0449,1151,33.9264
200,300,0.03,0.0449,1155,33.9853
300,400,0.03,0.0449,1215,34.8569
400,500,0.03,0.0449,1153,33.9559
500,600,0.03,0.0449,1147,33.8674
600,700,0.03,0.0449,1114,33.3766
700,800,0.03,0.0449,1117,33.4215
800,900,0.03,0.0449,1128,33.5857
900,1000,0.03,0.0449,1131,33.6303
1000,1100,0.03,0.0449,1176,34.2929
1100,1200,0.03,0.0449,1131,33.6303
1200,1300,0.03,0.0449,1090,33.0151
1300,1400,0.03,0.0449,1206,34.7275
1400,1500,0.03,0.0449,1109,33.3017
1500,1600,0.03,0.0449,1126,33.5559
1600,1700,0.03,0.0449,1117,33.4215
1700,1800,0.03,0.0449,1170,34.2053
0,100,0.0449,0.0671,818,28.6007
100,200,0.0449,0.0671,866,29.4279
200,300,0.0449,0.0671,785,28.0179
300,400,0.0449,0.0671,856,29.2575
400,500,0.0449,0.0671,803,28.3373
500,600,0.0449,0.0671,877,29.6142
600,700,0.0449,0.0671,852,29.189
700,800,0.0449,0.0671,857,29.2746
800,900,0.0449,0.0671,800,28.2843
900,1000,0.0449,0.0671,834,28.8791
1000,1100,0.0449,0.0671,819,28.6182
1100,1200,0.0449,0.0671,840,28.9828
1200,1300,0.0449,0.0671,806,28.3901
1300,1400,0.0449,0.0671,797,28.2312
1400,1500,0.0449,0.0671,813,28.5132
1500,1600,0.0449,0.0671,852,29.189
1600,1700,0.0449,0.0671,849,29.1376
1700,1800,0.0449,0.0671,878,29.6311
0,100,0.0671,0.1003,417,20.4206
100,200,0.0671,0.1003,436,20.8806
200,300,0.0671,0.1003,407,20.1742
300,400,0.0671,0.1003,391,19.7737
400,500,0.0671,0.1003,407,20.1742
500,600,0.0671,0.1003,383,19.5704
600,700,0.0671,0.1003,470,21.6795
700,800,0.0671,0.1003,423,20.567
800,900,0.0671,0.1003,399,19.975
900,1000,0.0671,0.1003,433,20.8087
1000,1100,0.0671,0.1003,433,20.8087
1100,1200,0.0671,0.1003,416,20.3961
1200,1300,0.0671,0.1003,434,20.8327
1300,1400,0.0671,0.1003,458,21.4009
1400,1500,0.0671,0.1003,432,20.7846
1500,1600,0.0671,0.1003,407,20.1742
1600,1700,0.0671,0.1003,443,21.0476
1700,1800,0.0671,0.1003,412,20.2978
0,100,0.1003,0.15,190,13.784
100,200,0.1003,0.15,228,15.0997
200,300,0.1003,0.15,222,14.8997
300,400,0.1003,0.15,200,14.1421
400,500,0.1003,0.15,213,14.5945
500,600,0.1003,0.15,185,13.6015
600,700,0.1003,0.15,212,14.5602
700,800,0.1003,0.15,234,15.2971
800,900,0.1003,0.15,223,14.9332
900,1000,0.1003,0.15,206,14.3527
1000,1100,0.1003,0.15,230,15.1658
1100,1200,0.1003,0.15,230,15.1658
1200,1300,0.1003,0.15,197,14.0357
1300,1400,0.1003,0.15,208,14.4222
1400,1500,0.1003,0.15,205,14.3178
1500,1600,0.1003,0.15,196,14.0
1600,1700,0.1003,0.15,186,13.6382
1700,1800,0.1003,0.15,241,15.5242
