TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1116,33.4066
100,200,0.03,0.0449,1122,33.4963
200,300,0.03,0.0449,1176,34.2929
300,400,0.03,0.0449,1114,33.3766
400,500,0.03,0.0449,1176,34.2929
500,600,0.03,0.0449,1231,35.0856
600,700,0.03,0.0449,1070,32.7109
700,800,0.03,0.0449,1165,34.1321
800,900,0.03,0.0449,1115,33.3916
900,1000,0.03,0.0449,1134,33.6749
1000,1100,0.03,0.0449,1144,33.8231
1100,1200,0.03,0.0449,1158,34.0294
1200,1300,0.03,0.0449,1216,34.8712
1300,1400,0.03,0.0449,1104,33.2265
1400,1500,0.03,0.0449,1159,34.0441
1500,1600,0.03,0.0449,1215,34.8569
1600,1700,0.03,0.0449,1137,33.7194
1700,1800,0.03,0.0449,1119,33.4515
0,100,0.0449,0.0671,854,29.2233
100,200,0.0449,0.0671,826,28.7402
200,300,0.0449,0.0671,870,29.4958
300,400,0.0449,0.0671,843,29.0345
400,500,0.0449,0.0671,860,29.3258
500,600,0.0449,0.0671,830,28.8097
600,700,0.0449,0.0671,827,28.7576
700,800,0.0449,0.0671,833,28.8617
800,900,0.0449,0.0671,853,29.2062
900,1000,0.0449,0.0671,768,27.7128
1000,1100,0.0449,0.0671,837,28.931
1100,1200,0.0449,0.0671,831,28.8271
1200,1300,0.0449,0.0671,831,28.8271
1300,1400,0.0449,0.0671,905,30.0832
1400,1500,0.0449,0.0671,825,28.7228
1500,1600,0.0449,0.0671,805,28.3725
1600,1700,0.0449,0.0671,827,28.7576
1700,1800,0.0449,0.0671,807,28.4077
0,100,0.0671,0.1003,422,20.5426
100,200,0.0671,0.1003,404,20.0998
200,300,0.0671,0.1003,394,19.8494
300,400,0.0671,0.1003,436,20.8806
400,500,0.0671,0.1003,404,20.0998
500,600,0.0671,0.1003,416,20.3961
600,700,0.0671,0.1003,452,21.2603
700,800,0.0671,0.1003,445,21.095
800,900,0.0671,0.1003,401,20.025
900,1000,0.0671,0.1003,408,20.199
1000,1100,0.0671,0.1003,433,20.8087
1100,1200,0.0671,0.1003,395,19.8746
1200,1300,0.0671,0.1003,424,20.5913
1300,1400,0.0671,0.1003,480,21.9089
1400,1500,0.0671,0.1003,426,20.6398
1500,1600,0.0671,0.1003,431,20.7605
1600,1700,0.0671,0.1003,435,20.8567
1700,1800,0.0671,0.1003,434,20.8327
0,100,0.1003,0.15,227,15.0665
100,200,0.1003,0.15,196,14.0
200,300,0.1003,0.15,201,14.1774
300,400,0.1003,0.15,211,14.5258
400,500,0.1003,0.15,202,14.2127
500,600,0.1003,0.15,228,15.0997
600,700,0.1003,0.15,242,15.5563
700,800,0.1003,0.15,206,14.3527
800,900,0.1003,0.15,208,14.4222
900,1000,0.1003,0.15,249,15.7797
1000,1100,0.1003,0.15,200,14.1421
1100,1200,0.1003,0.15,187,13.6748
1200,1300,0.1003,0.15,207,14.3875
1300,1400,0.1003,0.15,200,14.1421
1400,1500,0.1003,0.15,234,15.2971
1500,1600,0.1003,0.15,222,14.8997
1600,1700,0.1003,0.15,210,14.4914
1700,1800,0.1003,0.15,207,14.3875
