TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1133,33.6601
100,200,0.03,0.0449,1144,33.8231
200,300,0.03,0.0449,1127,33.5708
300,400,0.03,0.0449,1094,33.0757
400,500,0.03,0.0449,1164,34.1174
500,600,0.03,0.0449,1179,34.3366
600,700,0.03,0.0449,1113,33.3617
700,800,0.03,0.0449,1148,33.8821
800,900,0.03,0.0449,1139,33.7491
900,1000,0.03,0.0449,1180,34.3511
1000,1100,0.03,0.0449,1136,33.7046
1100,1200,0.03,0.0449,1197,34.5977
1200,1300,0.03,0.0449,1146,33.8526
1300,1400,0.03,0.0449,1144,33.8231
1400,1500,0.03,0.0449,1176,34.2929
1500,1600,0.03,0.0449,1150,33.9116
1600,1700,0.03,0.0449,1110,33.3167
1700,1800,0.03,0.0449,1153,33.9559
0,100,0.0449,0.0671,883,29.7153
100,200,0.0449,0.0671,830,28.8097
200,300,0.0449,0.0671,844,29.0517
300,400,0.0449,0.0671,832,28.8444
400,500,0.0449,0.0671,814,28.5307
500,600,0.0449,0.0671,813,28.5132
600,700,0.0449,0.0671,796,28.2135
700,800,0.0449,0.0671,828,28.775
800,900,0.0449,0.0671,805,28.3725
900,1000,0.0449,0.0671,788,28.0713
1000,1100,0.0449,0.0671,829,28.7924
1100,1200,0.0449,0.0671,869,29.4788
1200,1300,0.0449,0.0671,849,29.1376
1300,1400,0.0449,0.0671,802,28.3196
1400,1500,0.0449,0.0671,818,28.6007
1500,1600,0.0449,0.0671,818,28.6007
1600,1700,0.0449,0.0671,863,29.3769
1700,1800,0.0449,0.0671,872,29.5296
0,100,0.0671,0.1003,409,20.2237
100,200,0.0671,0.1003,412,20.2978
200,300,0.0671,0.1003,423,20.567
300,400,0.0671,0.1003,412,20.2978
400,500,0.0671,0.1003,402,20.0499
500,600,0.0671,0.1003,441,21.0
600,700,0.0671,0.1003,372,19.2873
700,800,0.0671,0.1003,450,21.2132
800,900,0.0671,0.1003,459,21.4243
900,1000,0.0671,0.1003,411,20.2731
1000,1100,0.0671,0.1003,384,19.5959
1100,1200,0.0671,0.1003,427,20.664
1200,1300,0.0671,0.1003,425,20.6155
1300,1400,0.0671,0.1003,436,20.8806
1400,1500,0.0671,0.1003,418,20.445
1500,1600,0.0671,0.1003,441,21.0
1600,1700,0.0671,0.1003,429,20.7123
1700,1800,0.0671,0.1003,403,20.0749
0,100,0.1003,0.15,208,14.4222
100,200,0.1003,0.15,220,14.8324
200,300,0.1003,0.15,216,14.6969
300,400,0.1003,0.15,220,14.8324
400,500,0.1003,0.15,204,14.2829
500,600,0.1003,0.15,210,14.4914
600,700,0.1003,0.15,217,14.7309
700,800,0.1003,0.15,235,15.3297
800,900,0.1003,0.15,215,14.6629
900,1000,0.1003,0.15,249,15.7797
1000,1100,0.1003,0.15,205,14.3178
1100,1200,0.1003,0.15,200,14.1421
1200,1300,0.1003,0.15,193,13.8924
1300,1400,0.1003,0.15,244,15.6205
1400,1500,0.1003,0.15,198,14.0712
1500,1600,0.1003,0.15,228,15.0997
1600,1700,0.1003,0.15,205,14.3178
1700,1800,0.1003,0.15,219,14.7986
