TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1103,33.2114
100,200,0.03,0.0449,1100,33.1662
200,300,0.03,0.0449,1094,33.0757
300,400,0.03,0.0449,1143,33.8083
400,500,0.03,0.0449,1130,33.6155
500,600,0.03,0.0449,1139,33.7491
600,700,0.03,0.0449,1110,33.3167
700,800,0.03,0.0449,1176,34.2929
800,900,0.03,0.0449,1118,33.4365
900,1000,0.03,0.0449,1172,34.2345
1000,1100,0.03,0.0449,1168,34.176
1100,1200,0.03,0.0449,1114,33.3766
1200,1300,0.03,0.0449,1133,33.6601
1300,1400,0.03,0.0449,1175,34.2783
1400,1500,0.03,0.0449,1149,33.8969
1500,1600,0.03,0.0449,1141,33.7787
1600,1700,0.03,0.0449,1148,33.8821
1700,1800,0.03,0.0449,1083,32.909
0,100,0.0449,0.0671,816,28.5657
100,200,0.0449,0.0671,762,27.6043
200,300,0.0449,0.0671,821,28.6531
300,400,0.0449,0.0671,839,28.9655
400,500,0.0449,0.0671,786,28.0357
500,600,0.0449,0.0671,820,28.6356
600,700,0.0449,0.0671,807,28.4077
700,800,0.0449,0.0671,836,28.9137
800,900,0.0449,0.0671,823,28.688
900,1000,0.0449,0.0671,901,30.0167
1000,1100,0.0449,0.0671,819,28.6182
1100,1200,0.0449,0.0671,845,29.0689
1200,1300,0.0449,0.0671,814,28.5307
1300,1400,0.0449,0.0671,817,28.5832
1400,1500,0.0449,0.0671,834,28.8791
1500,1600,0.0449,0.0671,854,29.2233
1600,1700,0.0449,0.0671,847,29.1033
1700,1800,0.0449,0.0671,856,29.2575
0,100,0.0671,0.1003,405,20.1246
100,200,0.0671,0.1003,445,21.095
200,300,0.0671,0.1003,435,20.8567
300,400,0.0671,0.1003,440,20.9762
400,500,0.0671,0.1003,426,20.6398
500,600,0.0671,0.1003,425,20.6155
600,700,0.0671,0.1003,399,19.975
700,800,0.0671,0.1003,389,19.7231
800,900,0.0671,0.1003,419,20.4695
900,1000,0.0671,0.1003,414,20.347
1000,1100,0.0671,0.1003,409,20.2237
1100,1200,0.0671,0.1003,418,20.445
1200,1300,0.0671,0.1003,422,20.5426
1300,1400,0.0671,0.1003,437,20.9045
1400,1500,0.0671,0.1003,375,19.3649
1500,1600,0.0671,0.1003,422,20.5426
1600,1700,0.0671,0.1003,386,19.6469
1700,1800,0.0671,0.1003,431,20.7605
0,100,0.1003,0.15,184,13.5647
100,200,0.1003,0.15,214,14.6287
200,300,0.1003,0.15,223,14.9332
300,400,0.1003,0.15,211,14.5258
400,500,0.1003,0.15,210,14.4914
500,600,0.1003,0.15,205,14.3178
600,700,0.1003,0.15,199,14.1067
700,800,0.1003,0.15,213,14.5945
800,900,0.1003,0.15,210,14.4914
900,1000,0.1003,0.15,226,15.0333
1000,1100,0.1003,0.15,226,15.0333
1100,1200,0.1003,0.15,224,14.9666
1200,1300,0.1003,0.15,215,14.6629
1300,1400,0.1003,0.15,222,14.8997
1400,1500,0.1003,0.15,202,14.2127
1500,1600,0.1003,0.15,199,14.1067
1600,1700,0.1003,0.15,198,14.0712
1700,1800,0.1003,0.15,205,14.3178
