TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1209,34.7707
100,200,0.03,0.0449,1112,33.3467
200,300,0.03,0.0449,1121,33.4813
300,400,0.03,0.0449,1117,33.4215
400,500,0.03,0.0449,1113,33.3617
500,600,0.03,0.0449,1154,33.9706
600,700,0.03,0.0449,1134,33.6749
700,800,0.03,0.0449,1125,33.541
800,900,0.03,0.0449,1132,33.6452
900,1000,0.03,0.0449,1090,33.0151
1000,1100,0.03,0.0449,1131,33.6303
1100,1200,0.03,0.0449,1157,34.0147
1200,1300,0.03,0.0449,1126,33.5559
1300,1400,0.03,0.0449,1122,33.4963
1400,1500,0.03,0.0449,1062,32.5883
1500,1600,0.03,0.0449,1086,32.9545
1600,1700,0.03,0.0449,1074,32.7719
1700,1800,0.03,0.0449,1220,34.9285
0,100,0.0449,0.0671,812,28.4956
100,200,0.0449,0.0671,834,28.8791
200,300,0.0449,0.0671,823,28.688
300,400,0.0449,0.0671,838,28.9482
400,500,0.0449,0.0671,826,28.7402
500,600,0.0449,0.0671,827,28.7576
600,700,0.0449,0.0671,834,28.8791
700,800,0.0449,0.0671,804,28.3549
800,900,0.0449,0.0671,834,28.8791
900,1000,0.0449,0.0671,815,28.5482
1000,1100,0.0449,0.0671,789,28.0891
1100,1200,0.0449,0.0671,811,28.4781
1200,1300,0.0449,0.0671,841,29.0
1300,1400,0.0449,0.0671,856,29.2575
1400,1500,0.0449,0.0671,837,28.931
1500,1600,0.0449,0.0671,841,29.0
1600,1700,0.0449,0.0671,859,29.3087
1700,1800,0.0449,0.0671,848,29.1204
0,100,0.0671,0.1003,431,20.7605
100,200,0.0671,0.1003,375,19.3649
200,300,0.0671,0.1003,418,20.445
300,400,0.0671,0.1003,408,20.199
400,500,0.0671,0.1003,430,20.7364
500,600,0.0671,0.1003,411,20.2731
600,700,0.0671,0.1003,424,20.5913
700,800,0.0671,0.1003,434,20.8327
800,900,0.0671,0.1003,392,19.799
900,1000,0.0671,0.1003,439,20.9523
1000,1100,0.0671,0.1003,454,21.3073
1100,1200,0.0671,0.1003,423,20.567
1200,1300,0.0671,0.1003,403,20.0749
1300,1400,0.0671,0.1003,422,20.5426
1400,1500,0.0671,0.1003,408,20.199
1500,1600,0.0671,0.1003,453,21.2838
1600,1700,0.0671,0.1003,418,20.445
1700,1800,0.0671,0.1003,426,20.6398
0,100,0.1003,0.15,210,14.4914
100,200,0.1003,0.15,213,14.5945
200,300,0.1003,0.15,205,14.3178
300,400,0.1003,0.15,190,13.784
400,500,0.1003,0.15,197,14.0357
500,600,0.1003,0.15,210,14.4914
600,700,0.1003,0.15,219,14.7986
700,800,0.1003,0.15,188,13.7113
800,900,0.1003,0.15,188,13.7113
900,1000,0.1003,0.15,221,14.8661
1000,1100,0.1003,0.15,230,15.1658
1100,1200,0.1003,0.15,222,14.8997
1200,1300,0.1003,0.15,201,14.1774
1300,1400,0.1003,0.15,211,14.5258
1400,1500,0.1003,0.15,203,14.2478
1500,1600,0.1003,0.15,204,14.2829
1600,1700,0.1003,0.15,210,14.4914
1700,1800,0.1003,0.15,216,14.6969
