TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1143,33.8083
100,200,0.03,0.0449,1172,34.2345
200,300,0.03,0.0449,1175,34.2783
300,400,0.03,0.0449,1074,32.7719
400,500,0.03,0.0449,1124,33.5261
500,600,0.03,0.0449,1082,32.8938
600,700,0.03,0.0449,1162,34.0881
700,800,0.03,0.0449,1156,34.0
800,900,0.03,0.0449,1138,33.7343
900,1000,0.03,0.0449,1172,34.2345
1000,1100,0.03,0.0449,1104,33.2265
1100,1200,0.03,0.0449,1143,33.8083
1200,1300,0.03,0.0449,1123,33.5112
1300,1400,0.03,0.0449,1126,33.5559
1400,1500,0.03,0.0449,1068,32.6803
1500,1600,0.03,0.0449,1153,33.9559
1600,1700,0.03,0.0449,1116,33.4066
1700,1800,0.03,0.0449,1126,33.5559
0,100,0.0449,0.0671,814,28.5307
100,200,0.0449,0.0671,827,28.7576
200,300,0.0449,0.0671,824,28.7054
300,400,0.0449,0.0671,860,29.3258
400,500,0.0449,0.0671,816,28.5657
500,600,0.0449,0.0671,869,29.4788
600,700,0.0449,0.0671,830,28.8097
700,800,0.0449,0.0671,836,28.9137
800,900,0.0449,0.0671,824,28.7054
900,1000,0.0449,0.0671,807,28.4077
1000,1100,0.0449,0.0671,877,29.6142
1100,1200,0.0449,0.0671,875,29.5804
1200,1300,0.0449,0.0671,839,28.9655
1300,1400,0.0449,0.0671,855,29.2404
1400,1500,0.0449,0.0671,802,28.3196
1500,1600,0.0449,0.0671,824,28.7054
1600,1700,0.0449,0.0671,876,29.5973
1700,1800,0.0449,0.0671,841,29.0
0,100,0.0671,0.1003,437,20.9045
100,200,0.0671,0.1003,423,20.567
200,300,0.0671,0.1003,402,20.0499
300,400,0.0671,0.1003,411,20.2731
400,500,0.0671,0.1003,405,20.1246
500,600,0.0671,0.1003,426,20.6398
600,700,0.0671,0.1003,418,20.445
700,800,0.0671,0.1003,402,20.0499
800,900,0.0671,0.1003,382,19.5448
900,1000,0.0671,0.1003,392,19.799
1000,1100,0.0671,0.1003,396,19.8997
1100,1200,0.0671,0.1003,440,20.9762
1200,1300,0.0671,0.1003,461,21.4709
1300,1400,0.0671,0.1003,397,19.9249
1400,1500,0.0671,0.1003,392,19.799
1500,1600,0.0671,0.1003,427,20.664
1600,1700,0.0671,0.1003,400,20.0
1700,1800,0.0671,0.1003,426,20.6398
0,100,0.1003,0.15,186,13.6382
100,200,0.1003,0.15,213,14.5945
200,300,0.1003,0.15,232,15.2315
300,400,0.1003,0.15,204,14.2829
400,500,0.1003,0.15,211,14.5258
500,600,0.1003,0.15,226,15.0333
600,700,0.1003,0.15,213,14.5945
700,800,0.1003,0.15,192,13.8564
800,900,0.1003,0.15,215,14.6629
900,1000,0.1003,0.15,213,14.5945
1000,1100,0.1003,0.15,238,15.4272
1100,1200,0.1003,0.15,208,14.4222
1200,1300,0.1003,0.15,210,14.4914
1300,1400,0.1003,0.15,183,13.5277
1400,1500,0.1003,0.15,212,14.5602
1500,1600,0.1003,0.15,234,15.2971
1600,1700,0.1003,0.15,175,13.2288
1700,1800,0.1003,0.15,209,14.4568
