TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1152,33.9411
100,200,0.03,0.0449,1174,34.2637
200,300,0.03,0.0449,1192,34.5254
300,400,0.03,0.0449,1177,34.3074
400,500,0.03,0.0449,1118,33.4365
500,600,0.03,0.0449,1133,33.6601
600,700,0.03,0.0449,1136,33.7046
700,800,0.03,0.0449,1088,32.9848
800,900,0.03,0.0449,1153,33.9559
900,1000,0.03,0.0449,1126,33.5559
1000,1100,0.03,0.0449,1167,34.1614
1100,1200,0.03,0.0449,1130,33.6155
1200,1300,0.03,0.0449,1178,34.322
1300,1400,0.03,0.0449,1125,33.541
1400,1500,0.03,0.0449,1160,34.0588
1500,1600,0.03,0.0449,1129,33.6006
1600,1700,0.03,0.0449,1134,33.6749
1700,1800,0.03,0.0449,1158,34.0294
0,100,0.0449,0.0671,787,28.0535
100,200,0.0449,0.0671,879,29.6479
200,300,0.0449,0.0671,821,28.6531
300,400,0.0449,0.0671,811,28.4781
400,500,0.0449,0.0671,838,28.9482
500,600,0.0449,0.0671,779,27.9106
600,700,0.0449,0.0671,881,29.6816
700,800,0.0449,0.0671,838,28.9482
800,900,0.0449,0.0671,837,28.931
900,1000,0.0449,0.0671,851,29.1719
1000,1100,0.0449,0.0671,847,29.1033
1100,1200,0.0449,0.0671,817,28.5832
1200,1300,0.0449,0.0671,864,29.3939
1300,1400,0.0449,0.0671,841,29.0
1400,1500,0.0449,0.0671,864,29.3939
1500,1600,0.0449,0.0671,826,28.7402
1600,1700,0.0449,0.0671,849,29.1376
1700,1800,0.0449,0.0671,857,29.2746
0,100,0.0671,0.1003,446,21.1187
100,200,0.0671,0.1003,409,20.2237
200,300,0.0671,0.1003,440,20.9762
300,400,0.0671,0.1003,443,21.0476
400,500,0.0671,0.1003,425,20.6155
500,600,0.0671,0.1003,411,20.2731
600,700,0.0671,0.1003,430,20.7364
700,800,0.0671,0.1003,405,20.1246
800,900,0.0671,0.1003,425,20.6155
900,1000,0.0671,0.1003,429,20.7123
1000,1100,0.0671,0.1003,434,20.8327
1100,1200,0.0671,0.1003,412,20.2978
1200,1300,0.0671,0.1003,409,20.2237
1300,1400,0.0671,0.1003,440,20.9762
1400,1500,0.0671,0.1003,397,19.9249
1500,1600,0.0671,0.1003,444,21.0713
1600,1700,0.0671,0.1003,454,21.3073
1700,1800,0.0671,0.1003,410,20.2485
0,100,0.1003,0.15,202,14.2127
100,200,0.1003,0.15,191,13.8203
200,300,0.1003,0.15,197,14.0357
300,400,0.1003,0.15,183,13.5277
400,500,0.1003,0.15,211,14.5258
500,600,0.1003,0.15,191,13.8203
600,700,0.1003,0.15,213,14.5945
700,800,0.1003,0.15,221,14.8661
800,900,0.1003,0.15,216,14.6969
900,1000,0.1003,0.15,207,14.3875
1000,1100,0.1003,0.15,226,15.0333
1100,1200,0.1003,0.15,245,15.6525
1200,1300,0.1003,0.15,210,14.4914
1300,1400,0.1003,0.15,214,14.6287
1400,1500,0.1003,0.15,199,14.1067
1500,1600,0.1003,0.15,181,13.4536
1600,1700,0.1003,0.15,213,14.5945
1700,1800,0.1003,0.15,215,14.6629
