TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1134,33.6749
100,200,0.03,0.0449,1116,33.4066
200,300,0.03,0.0449,1108,33.2866
300,400,0.03,0.0449,1113,33.3617
400,500,0.03,0.0449,1126,33.5559
500,600,0.03,0.0449,1062,32.5883
600,700,0.03,0.0449,1158,34.0294
700,800,0.03,0.0449,1141,33.7787
800,900,0.03,0.0449,1150,33.9116
900,1000,0.03,0.0449,1104,33.2265
1000,1100,0.03,0.0449,1155,33.9853
1100,1200,0.03,0.0449,1170,34.2053
1200,1300,0.03,0.0449,1165,34.1321
1300,1400,0.03,0.0449,1134,33.6749
1400,1500,0.03,0.0449,1140,33.7639
1500,1600,0.03,0.0449,1168,34.176
1600,1700,0.03,0.0449,1149,33.8969
1700,1800,0.03,0.0449,1132,33.6452
0,100,0.0449,0.0671,809,28.4429
100,200,0.0449,0.0671,809,28.4429
200,300,0.0449,0.0671,792,28.1425
300,400,0.0449,0.0671,866,29.4279
400,500,0.0449,0.0671,847,29.1033
500,600,0.0449,0.0671,828,28.775
600,700,0.0449,0.0671,852,29.189
700,800,0.0449,0.0671,832,28.8444
800,900,0.0449,0.0671,894,29.8998
900,1000,0.0449,0.0671,830,28.8097
1000,1100,0.0449,0.0671,795,28.1957
1100,1200,0.0449,0.0671,840,28.9828
1200,1300,0.0449,0.0671,859,29.3087
1300,1400,0.0449,0.0671,820,28.6356
1400,1500,0.0449,0.0671,812,28.4956
1500,1600,0.0449,0.0671,809,28.4429
1600,1700,0.0449,0.0671,811,28.4781
1700,1800,0.0449,0.0671,846,29.0861
0,100,0.0671,0.1003,411,20.2731
100,200,0.0671,0.1003,408,20.199
200,300,0.0671,0.1003,445,21.095
300,400,0.0671,0.1003,462,21.4942
400,500,0.0671,0.1003,395,19.8746
500,600,0.0671,0.1003,439,20.9523
600,700,0.0671,0.1003,402,20.0499
700,800,0.0671,0.1003,423,20.567
800,900,0.0671,0.1003,387,19.6723
900,1000,0.0671,0.1003,435,20.8567
1000,1100,0.0671,0.1003,420,20.4939
1100,1200,0.0671,0.1003,425,20.6155
1200,1300,0.0671,0.1003,413,20.3224
1300,1400,0.0671,0.1003,402,20.0499
1400,1500,0.0671,0.1003,415,20.3715
1500,1600,0.0671,0.1003,402,20.0499
1600,1700,0.0671,0.1003,405,20.1246
1700,1800,0.0671,0.1003,403,20.0749
0,100,0.1003,0.15,206,14.3527
100,200,0.1003,0.15,190,13.784
200,300,0.1003,0.15,183,13.5277
300,400,0.1003,0.15,225,15.0
400,500,0.1003,0.15,207,14.3875
500,600,0.1003,0.15,193,13.8924
600,700,0.1003,0.15,214,14.6287
700,800,0.1003,0.15,226,15.0333
800,900,0.1003,0.15,207,14.3875
900,1000,0.1003,0.15,206,14.3527
1000,1100,0.1003,0.15,225,15.0
1100,1200,0.1003,0.15,201,14.1774
1200,1300,0.1003,0.15,217,14.7309
1300,1400,0.1003,0.15,210,14.4914
1400,1500,0.1003,0.15,223,14.9332
1500,1600,0.1003,0.15,194,13.9284
1600,1700,0.1003,0.15,196,14.0
1700,1800,0.1003,0.15,219,14.7986
