TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1117,33.4215
100,200,0.03,0.0449,1142,33.7935
200,300,0.03,0.0449,1186,34.4384
300,400,0.03,0.0449,1137,33.7194
400,500,0.03,0.0449,1124,33.5261
500,600,0.03,0.0449,1182,34.3802
600,700,0.03,0.0449,1118,33.4365
700,800,0.03,0.0449,1092,33.0454
800,900,0.03,0.0449,1163,34.1028
900,1000,0.03,0.0449,1179,34.3366
1000,1100,0.03,0.0449,1219,34.9142
1100,1200,0.03,0.0449,1170,34.2053
1200,1300,0.03,0.0449,1092,33.0454
1300,1400,0.03,0.0449,1160,34.0588
1400,1500,0.03,0.0449,1080,32.8634
1500,1600,0.03,0.0449,1175,34.2783
1600,1700,0.03,0.0449,1108,33.2866
1700,1800,0.03,0.0449,1101,33.1813
0,100,0.0449,0.0671,861,29.3428
100,200,0.0449,0.0671,827,28.7576
200,300,0.0449,0.0671,859,29.3087
300,400,0.0449,0.0671,871,29.5127
400,500,0.0449,0.0671,789,28.0891
500,600,0.0449,0.0671,823,28.688
600,700,0.0449,0.0671,864,29.3939
700,800,0.0449,0.0671,864,29.3939
800,900,0.0449,0.0671,819,28.6182
900,1000,0.0449,0.0671,796,28.2135
1000,1100,0.0449,0.0671,815,28.5482
1100,1200,0.0449,0.0671,843,29.0345
1200,1300,0.0449,0.0671,800,28.2843
1300,1400,0.0449,0.0671,871,29.5127
1400,1500,0.0449,0.0671,867,29.4449
1500,1600,0.0449,0.0671,850,29.1548
1600,1700,0.0449,0.0671,822,28.6705
1700,1800,0.0449,0.0671,859,29.3087
0,100,0.0671,0.1003,418,20.445
100,200,0.0671,0.1003,411,20.2731
200,300,0.0671,0.1003,436,20.8806
300,400,0.0671,0.1003,422,20.5426
400,500,0.0671,0.1003,424,20.5913
500,600,0.0671,0.1003,434,20.8327
600,700,0.0671,0.1003,425,20.6155
700,800,0.0671,0.1003,402,20.0499
800,900,0.0671,0.1003,449,21.1896
900,1000,0.0671,0.1003,426,20.6398
1000,1100,0.0671,0.1003,417,20.4206
1100,1200,0.0671,0.1003,380,19.4936
1200,1300,0.0671,0.1003,402,20.0499
1300,1400,0.0671,0.1003,419,20.4695
1400,1500,0.0671,0.1003,410,20.2485
1500,1600,0.0671,0.1003,450,21.2132
1600,1700,0.0671,0.1003,445,21.095
1700,1800,0.0671,0.1003,415,20.3715
0,100,0.1003,0.15,190,13.784
100,200,0.1003,0.15,216,14.6969
200,300,0.1003,0.15,223,14.9332
300,400,0.1003,0.15,212,14.5602
400,500,0.1003,0.15,196,14.0
500,600,0.1003,0.15,208,14.4222
600,700,0.1003,0.15,218,14.7648
700,800,0.1003,0.15,217,14.7309
800,900,0.1003,0.15,179,13.3791
900,1000,0.1003,0.15,183,13.5277
1000,1100,0.1003,0.15,221,14.8661
1100,1200,0.1003,0.15,236,15.3623
1200,1300,0.1003,0.15,183,13.5277
1300,1400,0.1003,0.15,212,14.5602
1400,1500,0.1003,0.15,176,13.2665
1500,1600,0.1003,0.15,184,13.5647
1600,1700,0.1003,0.15,196,14.0
1700,1800,0.1003,0.15,224,14.9666
