TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1185,34.4238
100,200,0.03,0.0449,1057,32.5115
200,300,0.03,0.0449,1165,34.1321
300,400,0.03,0.0449,1160,34.0588
400,500,0.03,0.0449,1126,33.5559
500,600,0.03,0.0449,1154,33.9706
600,700,0.03,0.0449,1155,33.9853
700,800,0.03,0.0449,1123,33.5112
800,900,0.03,0.0449,1141,33.7787
900,1000,0.03,0.0449,1166,34.1467
1000,1100,0.03,0.0449,1140,33.7639
1100,1200,0.03,0.0449,1180,34.3511
1200,1300,0.03,0.0449,1126,33.5559
1300,1400,0.03,0.0449,1110,33.3167
1400,1500,0.03,0.0449,1098,33.1361
1500,1600,0.03,0.0449,1158,34.0294
1600,1700,0.03,0.0449,1171,34.2199
1700,1800,0.03,0.0449,1186,34.4384
0,100,0.0449,0.0671,820,28.6356
100,200,0.0449,0.0671,819,28.6182
200,300,0.0449,0.0671,814,28.5307
300,400,0.0449,0.0671,814,28.5307
400,500,0.0449,0.0671,827,28.7576
500,600,0.0449,0.0671,837,28.931
600,700,0.0449,0.0671,786,28.0357
700,800,0.0449,0.0671,823,28.688
800,900,0.0449,0.0671,771,27.7669
900,1000,0.0449,0.0671,851,29.1719
1000,1100,0.0449,0.0671,839,28.9655
1100,1200,0.0449,0.0671,837,28.931
1200,1300,0.0449,0.0671,826,28.7402
1300,1400,0.0449,0.0671,802,28.3196
1400,1500,0.0449,0.0671,836,28.9137
1500,1600,0.0449,0.0671,821,28.6531
1600,1700,0.0449,0.0671,818,28.6007
1700,1800,0.0449,0.0671,844,29.0517
0,100,0.0671,0.1003,409,20.2237
100,200,0.0671,0.1003,408,20.199
200,300,0.0671,0.1003,421,20.5183
300,400,0.0671,0.1003,438,20.9284
400,500,0.0671,0.1003,385,19.6214
500,600,0.0671,0.1003,399,19.975
600,700,0.0671,0.1003,417,20.4206
700,800,0.0671,0.1003,436,20.8806
800,900,0.0671,0.1003,419,20.4695
900,1000,0.0671,0.1003,425,20.6155
1000,1100,0.0671,0.1003,404,20.0998
1100,1200,0.0671,0.1003,415,20.3715
1200,1300,0.0671,0.1003,400,20.0
1300,1400,0.0671,0.1003,401,20.025
1400,1500,0.0671,0.1003,406,20.1494
1500,1600,0.0671,0.1003,401,20.025
1600,1700,0.0671,0.1003,404,20.0998
1700,1800,0.0671,0.1003,439,20.9523
0,100,0.1003,0.15,193,13.8924
100,200,0.1003,0.15,228,15.0997
200,300,0.1003,0.15,212,14.5602
300,400,0.1003,0.15,205,14.3178
400,500,0.1003,0.15,213,14.5945
500,600,0.1003,0.15,199,14.1067
600,700,0.1003,0.15,202,14.2127
700,800,0.1003,0.15,204,14.2829
800,900,0.1003,0.15,197,14.0357
900,1000,0.1003,0.15,224,14.9666
1000,1100,0.1003,0.15,202,14.2127
1100,1200,0.1003,0.15,189,13.7477
1200,1300,0.1003,0.15,211,14.5258
1300,1400,0.1003,0.15,211,14.5258
1400,1500,0.1003,0.15,191,13.8203
1500,1600,0.1003,0.15,205,14.3178
1600,1700,0.1003,0.15,195,13.9642
1700,1800,0.1003,0.15,215,14.6629
