TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1146,33.8526
100,200,0.03,0.0449,1119,33.4515
200,300,0.03,0.0449,1116,33.4066
300,400,0.03,0.0449,1216,34.8712
400,500,0.03,0.0449,1144,33.8231
500,600,0.03,0.0449,1154,33.9706
600,700,0.03,0.0449,1105,33.2415
700,800,0.03,0.0449,1130,33.6155
800,900,0.03,0.0449,1227,35.0286
900,1000,0.03,0.0449,1148,33.8821
1000,1100,0.03,0.0449,1186,34.4384
1100,1200,0.03,0.0449,1134,33.6749
1200,1300,0.03,0.0449,1078,32.8329
1300,1400,0.03,0.0449,1118,33.4365
1400,1500,0.03,0.0449,1126,33.5559
1500,1600,0.03,0.0449,1117,33.4215
1600,1700,0.03,0.0449,1115,33.3916
1700,1800,0.03,0.0449,1127,33.5708
0,100,0.0449,0.0671,859,29.3087
100,200,0.0449,0.0671,811,28.4781
200,300,0.0449,0.0671,888,29.7993
300,400,0.0449,0.0671,813,28.5132
400,500,0.0449,0.0671,760,27.5681
500,600,0.0449,0.0671,830,28.8097
600,700,0.0449,0.0671,828,28.775
700,800,0.0449,0.0671,784,28.0
800,900,0.0449,0.0671,813,28.5132
900,1000,0.0449,0.0671,816,28.5657
1000,1100,0.0449,0.0671,815,28.5482
1100,1200,0.0449,0.0671,849,29.1376
1200,1300,0.0449,0.0671,845,29.0689
1300,1400,0.0449,0.0671,827,28.7576
1400,1500,0.0449,0.0671,839,28.9655
1500,1600,0.0449,0.0671,798,28.2489
1600,1700,0.0449,0.0671,805,28.3725
1700,1800,0.0449,0.0671,864,29.3939
0,100,0.0671,0.1003,434,20.8327
100,200,0.0671,0.1003,405,20.1246
200,300,0.0671,0.1003,463,21.5174
300,400,0.0671,0.1003,439,20.9523
400,500,0.0671,0.1003,419,20.4695
500,600,0.0671,0.1003,430,20.7364
600,700,0.0671,0.1003,402,20.0499
700,800,0.0671,0.1003,440,20.9762
800,900,0.0671,0.1003,428,20.6882
900,1000,0.0671,0.1003,418,20.445
1000,1100,0.0671,0.1003,439,20.9523
1100,1200,0.0671,0.1003,418,20.445
1200,1300,0.0671,0.1003,403,20.0749
1300,1400,0.0671,0.1003,387,19.6723
1400,1500,0.0671,0.1003,410,20.2485
1500,1600,0.0671,0.1003,424,20.5913
1600,1700,0.0671,0.1003,446,21.1187
1700,1800,0.0671,0.1003,429,20.7123
0,100,0.1003,0.15,201,14.1774
100,200,0.1003,0.15,218,14.7648
200,300,0.1003,0.15,209,14.4568
300,400,0.1003,0.15,233,15.2643
400,500,0.1003,0.15,212,14.5602
500,600,0.1003,0.15,212,14.5602
600,700,0.1003,0.15,222,14.8997
700,800,0.1003,0.15,225,15.0
800,900,0.1003,0.15,212,14.5602
900,1000,0.1003,0.15,213,14.5945
1000,1100,0.1003,0.15,186,13.6382
1100,1200,0.1003,0.15,201,14.1774
1200,1300,0.1003,0.15,198,14.0712
1300,1400,0.1003,0.15,203,14.2478
1400,1500,0.1003,0.15,205,14.3178
1500,1600,0.1003,0.15,181,13.4536
1600,1700,0.1003,0.15,204,14.2829
1700,1800,0.1003,0.15,212,14.5602
