TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,100,0.03,0.0449,1177,34.3074
100,200,0.03,0.0449,1147,33.8674
200,300,0.03,0.0449,1127,33.5708
300,400,0.03,0.0449,1107,33.2716
400,500,0.03,0.0449,1149,33.8969
500,600,0.03,0.0449,1121,33.4813
600,700,0.03,0.0449,1110,33.3167
700,800,0.03,0.0449,1121,33.4813
800,900,0.03,0.0449,1135,33.6898
900,1000,0.03,0.0449,1083,32.909
1000,1100,0.03,0.0449,1101,33.1813
1100,1200,0.03,0.0449,1102,33.1964
1200,1300,0.03,0.0449,1162,34.0881
1300,1400,0.03,0.0449,1136,33.7046
1400,1500,0.03,0.0449,1120,33.4664
1500,1600,0.03,0.0449,1183,34.3948
1600,1700,0.03,0.0449,1106,33.2566
1700,1800,0.03,0.0449,1163,34.1028
0,100,0.0449,0.0671,839,28.9655
100,200,0.0449,0.0671,866,29.4279
200,300,0.0449,0.0671,810,28.4605
300,400,0.0449,0.0671,873,29.5466
400,500,0.0449,0.0671,812,28.4956
500,600,0.0449,0.0671,878,29.6311
600,700,0.0449,0.0671,873,29.5466
700,800,0.0449,0.0671,857,29.2746
800,900,0.0449,0.0671,823,28.688
900,1000,0.0449,0.0671,820,28.6356
1000,1100,0.0449,0.0671,829,28.7924
1100,1200,0.0449,0.0671,822,28.6705
1200,1300,0.0449,0.0671,854,29.2233
1300,1400,0.0449,0.0671,897,29.95
1400,1500,0.0449,0.0671,824,28.7054
1500,1600,0.0449,0.0671,811,28.4781
1600,1700,0.0449,0.0671,882,29.6985
1700,1800,0.0449,0.0671,837,28.931
0,100,0.0671,0.1003,419,20.4695
100,200,0.0671,0.1003,425,20.6155
200,300,0.0671,0.1003,419,20.4695
300,400,0.0671,0.1003,416,20.3961
400,500,0.0671,0.1003,448,21.166
500,600,0.0671,0.1003,390,19.7484
600,700,0.0671,0.1003,418,20.445
700,800,0.0671,0.1003,421,20.5183
800,900,0.0671,0.1003,411,20.2731
900,1000,0.0671,0.1003,448,21.166
1000,1100,0.0671,0.1003,367,19.1572
1100,1200,0.0671,0.1003,411,20.2731
1200,1300,0.0671,0.1003,381,19.5192
1300,1400,0.0671,0.1003,410,20.2485
1400,1500,0.0671,0.1003,428,20.6882
1500,1600,0.0671,0.1003,448,21.166
1600,1700,0.0671,0.1003,411,20.2731
1700,1800,0.0671,0.1003,399,19.975
0,100,0.1003,0.15,230,15.1658
100,200,0.1003,0.15,191,13.8203
200,300,0.1003,0.15,230,15.1658
300,400,0.1003,0.15,210,14.4914
400,500,0.1003,0.15,168,12.9615
500,600,0.1003,0.15,207,14.3875
600,700,0.1003,0.15,215,14.6629
700,800,0.1003,0.15,210,14.4914
800,900,0.1003,0.15,223,14.9332
900,1000,0.1003,0.15,225,15.0
1000,1100,0.1003,0.15,206,14.3527
1100,1200,0.1003,0.15,235,15.3297
1200,1300,0.1003,0.15,201,14.1774
1300,1400,0.1003,0.15,192,13.8564
1400,1500,0.1003,0.15,181,13.4536
1500,1600,0.1003,0.15,235,15.3297
1600,1700,0.1003,0.15,186,13.6382
1700,1800,0.1003,0.15,219,14.7986
